accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CS1K,ENOG411CS1K,6,6,12,2668012.3671875,9723155.34375,6195583.85546875,3.644344180458098,1.8656592170959942,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"Xelaev18005634m.g, Xelaev18016955m.g, Xelaev18009334m.g, Xelaev18020080m.g",Xenbase_9.1,"sec24b.L, sec24a.L, sec24b.S, sec24a.S",NA,"O95487, O95486","SEC24B, SEC24A",NA,"SEC24 family, member"
ENOG411DEYG,ENOG411DEYG,4,4,12,4280401.640625,18316999.375,11298700.5078125,4.279271178936717,2.0973651059562113,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"148231905, Xelaev18014570m.g","GenBank, Xenbase_9.1",wdr77.S,"WD repeat domain 77 [Xenopus laevis], NA",NA,NA,NA,WD repeat domain 77
ENOG411CRW9,ENOG411CRW9,4,4,12,5434566.55078125,7695792.21875,6565179.384765625,1.4160820641056804,0.501904874211654,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"147898819, 54261493, Xelaev18036863m.g, Xelaev18034570m.g","GenBank, Xenbase_9.1","glrx3.S, glrx3.L","glutaredoxin 3 [Xenopus laevis], LOC495269 protein [Xenopus laevis], NA",O76003,GLRX3,PICOT TXNL2,Glutaredoxin 3
ENOG411CX1A,ENOG411CX1A,6,6,12,4850034.328125,14368163.7890625,9609099.05859375,2.9624870293685452,1.566808837485448,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"148229681, Xelaev18029675m.g","GenBank, Xenbase_9.1",mccc1.S,"methylcrotonoyl-CoA carboxylase 1 (alpha) [Xenopus laevis], NA",Q96RQ3,MCCC1,MCCA,methylcrotonoyl-CoA carboxylase 1 (alpha)
ENOG411CQ5B,ENOG411CQ5B,4,4,12,7492604.875,12591834,10042219.4375,1.6805682683220367,0.7489491492327514,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"12007010, 120577458, 147900119, 148231951, 148234757, 963087, Xelaev18021440m.g, Xelaev18005097m.g, Xelaev18008916m.g, Xelaev18034567m.g, Xelaev18017216m.g, Xelaev18018679m.g","GenBank, Xenbase_9.1","ppp2r2b.S, ppp2r2c.L, Xelaev18008916m.g, ppp2r2d.L, ppp2r2b.L, Xelaev18018679m.g","protein phosphatase 2 regulatory subunit B [Xenopus laevis], Ppp2r2b-a protein [Xenopus laevis], serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform [Xenopus laevis], serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform [Xenopus laevis], protein phosphatase 2, regulatory subunit B, alpha [Xenopus laevis], phosphorylase phosphatase [Xenopus laevis], NA","Q00005, P63151, Q66LE6, Q9Y2T4","PPP2R2B, PPP2R2A, PPP2R2D, PPP2R2C",KIAA1541,"Protein phosphatase 2, regulatory subunit B''"
ENOG411CR2V,ENOG411CR2V,5,5,12,20420404.59375,60147428.875,40283916.734375,2.945457255700463,1.5584916168482985,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"147905319, Xelaev18002491m.g, Xelaev18019824m.g","GenBank, Xenbase_9.1","akr1b1.L, akr1b1.S","aldo-keto reductase family 1, member B1 (aldose reductase) [Xenopus laevis], NA","P15121, Q96JD6","AKR1B1, AKR1E2","ALDR1 ALR2, AKR1CL2 AKRDC1","aldo-keto reductase family 1, member"
ENOG411D3WV,ENOG411D3WV,4,4,12,36067496.25,94130126,65098811.125,2.609832558033468,1.3839572491538372,5,7,-1.1042377481389578,-0.1430508253169608,-0.19099218645564314,0.5757341426089967,0.9831759662844856,"148227968, 71051864, Xelaev18005628m.g","GenBank, Xenbase_9.1",rpl34.L,"ribosomal protein L34 [Xenopus laevis], Rpl34 protein [Xenopus laevis], NA",P49207,RPL34,NA,ribosomal protein L34
ENOG411CTVQ,ENOG411CTVQ,15,15,67,57963275.830078095,124711621.7871094,91337448.80859375,2.1515626920864004,1.1053848780479898,27,40,-1.0054847787931975,-0.007891242035325048,-0.1927164372950373,0.5764094751670299,0.9831759662844856,"1079323, 116284353, 148238082, 50604137, Xelaev18046105m.g","GenBank, Xenbase_9.1",psmc5.S,"XSUG1 protein - African clawed frog, MGC80185 protein [Xenopus laevis], XSUG1 protein [Xenopus laevis], Unknown (protein for MGC:79055) [Xenopus laevis], NA",P62195,PSMC5,SUG1,"Proteasome (Prosome, macropain) 26S subunit, ATPase, 5"
ENOG411CY6E,ENOG411CY6E,21,21,77,284696769.658203,218753835.515625,251725302.586914,-1.3014481276963388,-0.3801178108533481,31,46,-1.0024285940552242,-0.0034994729181673256,-0.19876532536744249,0.578776839451001,0.9831759662844856,"148224184, Xelaev18031627m.g, Xelaev18033397m.g","GenBank, Xenbase_9.1","txndc5.L, txndc5.S","thioredoxin domain containing 5 precursor [Xenopus laevis], NA",Q8NBS9,TXNDC5,TLP46,Thioredoxin domain containing 5 (Endoplasmic reticulum)
ENOG411CTR8,ENOG411CTR8,4,4,7,1153698.75,4247281.46875,2700490.109375,3.6814475778447364,1.8802731583292291,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"122831054, 169642016, Xelaev18034197m.g, Xelaev18036601m.g","GenBank, Xenbase_9.1","zyx.L, zyx.S","zyxin [Xenopus laevis], LOC100158313 protein [Xenopus laevis], NA",Q15942,ZYX,NA,Adhesion plaque protein. Binds alpha-actinin and the CRP protein. Important for targeting TES and ENA VASP family members to focal adhesions and for the formation of actin-rich structures. May be a component of a signal transduction pathway that mediates adhesion-stimulated changes in gene expression (By similarity)
ENOG411CVMA,ENOG411CVMA,3,3,7,2029637.96875,5063329.875,3546483.921875,2.494696075339175,1.318864065138102,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148237896, Xelaev18012424m.g, Xelaev18014721m.g","GenBank, Xenbase_9.1","atg3.L, atg3.S","ubiquitin-like-conjugating enzyme ATG3 [Xenopus laevis], NA",Q9NT62,ATG3,APG3 APG3L,autophagy related 3
ENOG411CXK8,ENOG411CXK8,5,5,7,1581612.8359375,3845303.171875,2713458.00390625,2.431254403417698,1.2817008630687516,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148922158, Xelaev18046718m.g","GenBank, Xenbase_9.1",srp68.S,"LOC100101323 protein [Xenopus laevis], NA",Q9UHB9,SRP68,NA,Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity)
ENOG411CT0X,ENOG411CT0X,2,2,7,806617.84375,1918570.625,1362594.234375,2.378537296026685,1.2500746472767768,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148222228, Xelaev18009133m.g, Xelaev18005377m.g","GenBank, Xenbase_9.1","trappc11.S, trappc11.L","uncharacterized protein LOC495307 [Xenopus laevis], NA",Q7Z392,TRAPPC11,C4orf41,trafficking protein particle complex 11
ENOG411CURE,ENOG411CURE,4,4,7,722885.125,2956272.0546875,1839578.58984375,4.089546115210906,2.031940732245022,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"147898427, 46250336, Xelaev18033356m.g","GenBank, Xenbase_9.1",nsun2.S,"tRNA (cytosine(34)-C(5))-methyltransferase [Xenopus laevis], LOC414460 protein [Xenopus laevis], NA",Q08J23,NSUN2,SAKI TRM4,"NOP2 Sun RNA methyltransferase family, member 2"
ENOG411CT39,ENOG411CT39,3,3,7,1393294.2578125,3529033.34375,2461163.80078125,2.532870083948134,1.3407730801887914,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"147902326, 148236509, 155369243, 213623606, Xelaev18027641m.g","GenBank, Xenbase_9.1",kpna4.L,"karyopherin alpha 3 (importin alpha 4) [Xenopus laevis], karyopherin alpha 4 (importin alpha 3) [Xenopus laevis], importin alpha 4 protein [Xenopus laevis], Importin alpha 4 protein [Xenopus laevis], NA","O00629, O00505","KPNA4, KPNA3","QIP1, QIP2",Importin subunit alpha
ENOG411CV4T,ENOG411CV4T,2,2,7,2138733.96875,3806929.21875,2972831.59375,1.7799919365263506,0.8318707057086417,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"1169421, 49257324",GenBank,NA,"RecName: Full=Developmentally-regulated GTP-binding protein 1; Short=DRG-1; Short=xDRG, Xdrg protein [Xenopus laevis]",Q9Y295,DRG1,NEDD3,developmentally regulated GTP binding protein 1
ENOG411CSUR,ENOG411CSUR,3,3,7,850013.989257813,2365300.4765625,1607657.2329101565,2.7826606461239005,1.4764649783762844,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"112419230, 148222005, 49119460, Xelaev18017489m.g","GenBank, Xenbase_9.1",metap2.L,"LOC443662 protein [Xenopus laevis], methionine aminopeptidase 2 [Xenopus laevis], NA",P50579,METAP2,MNPEP P67EIF2,Removes the N-terminal methionine from nascent proteins (By similarity)
ENOG411CTQU,ENOG411CTQU,2,2,7,659948.2109375,2398085.34375,1529016.77734375,3.6337477759707255,1.8614582833626858,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148231265, 29351641, 77748117, Xelaev18023586m.g","GenBank, Xenbase_9.1",sec22b.L,"SEC22 vesicle trafficking protein homolog B (gene/pseudogene) [Xenopus laevis], Sec22l1b protein [Xenopus laevis], Unknown (protein for MGC:130778) [Xenopus laevis], NA",O75396,SEC22B,SEC22L1,Vesicle-trafficking protein
ENOG411CVHG,ENOG411CVHG,3,3,7,4173297.5703125,12047906.0625,8110601.81640625,2.8869031885492515,1.5295227280305086,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"147903171, 147904637, 28277340, Xelaev18010235m.g, Xelaev18024882m.g, Xelaev18004715m.g","GenBank, Xenbase_9.1","ap1g2.S, ap1g1.S, ap1g1.L","adaptor-related protein complex 1, gamma 2 subunit [Xenopus laevis], adaptor-related protein complex 1, gamma 1 subunit [Xenopus laevis], Wu:fc30a11 protein [Xenopus laevis], NA","O43747, O75843","AP1G1, AP1G2","ADTG CLAPG1, NA","Adaptor-related protein complex 1, gamma"
ENOG411CT8H,ENOG411CT8H,2,2,7,6515165.66015625,11549766.65625,9032466.158203125,1.7727510333134042,0.825989937124981,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"117049, 304556741, 4096593",GenBank,NA,"RecName: Full=Cytochrome c oxidase subunit 2; AltName: Full=Cytochrome c oxidase polypeptide II, cytochrome c oxidase subunit II [Xenopus laevis], cytochrome c oxidase II [Xenopus laevis]",P00403,MT-CO2,COII COX2 COXII MTCO2,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. Subunit 2 transfers the electrons from cytochrome c via its binuclear copper A center to the bimetallic center of the catalytic subunit 1
ENOG411CRI6,ENOG411CRI6,3,3,7,2542118.9375,6889817.9375,4715968.4375,2.7102657691837444,1.4384343294697315,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,120537910,GenBank,NA,RFC2 protein [Xenopus laevis],P35249,RFC4,NA,"Replication factor C (Activator 1) 4, 37kDa"
ENOG411CR49,ENOG411CR49,2,2,7,1747668.4375,5747189.375,3747428.90625,3.2884895393666453,1.7174250810894693,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"147898423, 147904862, 147905626, 148222320, 148223732, 148225947, 148233362, 148237546, 3511118, 3511120, 44969552, Xelaev18005747m.g, Xelaev18005740m.g, Xelaev18009963m.g, Xelaev18009435m.g, Xelaev18009439m.g, Xelaev18005745m.g, Xelaev18005731m.g, Xelaev18006488m.g, Xelaev18005742m.g, Xelaev18005741m.g, Xelaev18009434m.g, Xelaev18005746m.g, Xelaev18009436m.g","GenBank, Xenbase_9.1","Xelaev18005747m.g, adh1.L, adh6.S, adh1b.S, adh5.S, loc100487777.L, adh1c.L, adh6.L, loc100486839.L, adh1b.L, loc100487608-like.S, Xelaev18005746m.g, Xelaev18009436m.g","alcohol dehydrogenase class IV [Xenopus laevis], class V alcohol dehydrogenase [Xenopus laevis], alcohol dehydrogenase 1C (class I), gamma polypeptide [Xenopus laevis], alcohol dehydrogenase 1A (class I), alpha polypeptide [Xenopus laevis], alcohol dehydrogenase 5 (class III), chi polypeptide [Xenopus laevis], uncharacterized protein LOC432021 [Xenopus laevis], alcohol dehydrogenase 1B (class I), beta polypeptide [Xenopus laevis], MGC83376 protein [Xenopus laevis], alcohol dehydrogenase class I [Xenopus laevis], alcohol dehydrogenase 5 [Xenopus laevis], NA","P11766, P07327, P00325, P00326, P40394, P28332","ADH5, ADH1A, ADH1B, ADH1C, ADH7, ADH6","ADHX FDH, ADH1, ADH2, ADH3, NA",alcohol dehydrogenase
ENOG411CW0X,ENOG411CW0X,1,2,7,4840770.21875,11070100.28125,7955435.25,2.286846882004773,1.1933597719727642,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148229101, Xelaev18030248m.g","GenBank, Xenbase_9.1",Xelaev18030248m.g,"RAB10, member RAS oncogene family [Xenopus laevis], NA",P61026,RAB10,NA,"RAB10, member RAS oncogene family"
ENOG411CYSD,ENOG411CYSD,2,2,7,512861.5703125,1623029.875,1067945.72265625,3.1646548873042786,1.6620481791095987,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148226883, Xelaev18019141m.g","GenBank, Xenbase_9.1",pelp1.L,"proline-, glutamic acid- and leucine-rich protein 1 [Xenopus laevis], NA",Q8IZL8,PELP1,HMX3 MNAR,"proline, glutamate and leucine rich protein 1"
ENOG411CQ8N,ENOG411CQ8N,2,2,7,2153467.390625,3742910.375,2948188.8828125,1.7380854668589603,0.7974990255251287,3,4,-1.1778535980148883,-0.23616022970844208,-0.21863225129683647,0.5865317361882219,0.9831759662844856,"148228066, 4630797, Xelaev18023498m.g","GenBank, Xenbase_9.1",xrcc6.L,"X-ray repair complementing defective repair in Chinese hamster cells 6 [Xenopus laevis], human Ku70 autoantigen homologue [Xenopus laevis], NA",P12956,XRCC6,G22P1,X-ray repair complementing defective repair in Chinese hamster cells 6
ENOG411CRH1,ENOG411CRH1,15,15,49,16606292.625,74797837.5703125,45702065.09765625,4.5041864105000675,2.1712665361079497,20,29,-1.0306218982630273,-0.043515151766046194,-0.24856582889993778,0.5981516782081294,0.9831759662844856,"1096610, 117558216, 126631430, 147899270, 147901554, 147905464, 148222593, 148229987, 148230663, 148232106, 213623860, 226444, 48735027, 71051198, Xelaev18036444m.g, Xelaev18035220m.g, Xelaev18038010m.g, Xelaev18037278m.g, Xelaev18040658m.g, Xelaev18014489m.g, Xelaev18011206m.g, Xelaev18037727m.g, Xelaev18026097m.g","GenBank, Xenbase_9.1","atp4a.L, Xelaev18035220m.g, atp4a.S, atp12a-like.S, atp1a2.L, atp1a1.S, atp1a1.L, atp1a3.S, atp12a-like.1.L","H/K ATPase:SUBUNIT=alpha, Atp1a1a.1 protein [Xenopus laevis], LOC733327 protein [Xenopus laevis], potassium-transporting ATPase alpha chain 1 [Xenopus laevis], Na+/K+ -ATPase alpha 3 subunit [Xenopus laevis], sodium/potassium-transporting ATPase subunit alpha-1 [Xenopus laevis], hydrogen/potassium-exchanging ATPase 12A [Xenopus laevis], ATPase, Na+/K+ transporting, alpha 1 polypeptide [Xenopus laevis], hydrogen/potassium-exchanging ATPase 12A b [Xenopus laevis], ATPase, Na+/K+ transporting, alpha 2 polypeptide [Xenopus laevis], Na/K ATPase alpha, NA","P13637, P05023, P50993, P20648, P54707","ATP1A3, ATP1A1, ATP1A2, ATP4A, ATP12A","KIAA0778, ATP1AL1",ATPase Na K transporting alpha
ENOG411D0GZ,ENOG411D0GZ,16,16,49,39019628.1328126,101766579.828125,70393103.9804688,2.6080868705805758,1.382991923889755,20,29,-1.0306218982630273,-0.043515151766046194,-0.24856582889993778,0.5981516782081294,0.9831759662844856,"148223685, Xelaev18029939m.g, Xelaev18027896m.g","GenBank, Xenbase_9.1","copb2.S, copb2.L","coatomer protein complex, subunit beta 2 (beta prime) [Xenopus laevis], NA",P35606,COPB2,NA,"coatomer protein complex, subunit beta 2 (beta prime)"
ENOG411CRF7,ENOG411CRF7,14,14,49,64136301.6875,208157265.580078,136146783.633789,3.2455451920865483,1.6984608448972178,20,29,-1.0306218982630273,-0.043515151766046194,-0.24856582889993778,0.5981516782081294,0.9831759662844856,"148230436, 148237376, Xelaev18042225m.g, Xelaev18004746m.g","GenBank, Xenbase_9.1","Xelaev18042225m.g, Xelaev18004746m.g","phosphoglycerate kinase 1 [Xenopus laevis], NA","P00558, P07205","PGK1, PGK2","PGKA, PGKB",Phosphoglycerate kinase
ENOG411CPVP,ENOG411CPVP,18,18,64,154039184.0605469,414702167.75,284370675.90527344,2.692186214041464,1.4287782022152844,26,38,-1.0192963828974995,-0.027573607897024587,-0.2487507842765785,0.5982232184830972,0.9831759662844856,"148230659, Xelaev18034956m.g, Xelaev18000650m.g","GenBank, Xenbase_9.1","glud1.L, glud1.S","glutamate dehydrogenase 1 [Xenopus laevis], NA",NA,NA,NA,Glutamate dehydrogenase
Xelaev18044446m.g,Xelaev18044446m.g,8,8,39,44803682.328125,117191243.28125,80997462.8046875,2.6156609723054958,1.3871755586990187,16,23,-1.0428912065756824,-0.060588665124987916,-0.2519356047449344,0.5994545808018636,0.9831759662844856,NA,NA,NA,NA,NA,NA,NA,NA
ENOG411CVFE,ENOG411CVFE,10,10,39,88832214.59375,185514453,137173333.796875,2.0883691107826134,1.0623767249504075,16,23,-1.0428912065756824,-0.060588665124987916,-0.2519356047449344,0.5994545808018636,0.9831759662844856,"148228229, 51968294, 54261580, Xelaev18024624m.g","GenBank, Xenbase_9.1",psma1.S,"proteasome (prosome, macropain) subunit, alpha type, 1 [Xenopus laevis], 20S proteasome alpha6 subunit [Xenopus laevis], Unknown (protein for MGC:86195) [Xenopus laevis], NA",P25786,PSMA1,HC2 NU PROS30 PSC2,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity"
ENOG411CQT7,ENOG411CQT7,30,30,79,59657200.5830079,155016758.4902344,107336979.53662115,2.5984584756795925,1.3776560043936188,32,47,-1.0122179357940446,-0.017519943233101777,-0.2520404177164139,0.599495088418655,0.9831759662844856,"148233902, Xelaev18026709m.g","GenBank, Xenbase_9.1",mthfd1l.L,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Xenopus laevis], NA","P11586, Q6UB35","MTHFD1, MTHFD1L","MTHFC MTHFD, FTHFSDC1",Methylenetetrahydrofolate dehydrogenase (NADP dependent)
ENOG411CXGW,ENOG411CXGW,10,10,34,105314481.6220703,254188556.25,179751518.93603516,2.4136144653132945,1.2711952480064417,14,20,-1.0516549982275787,-0.07266149742556267,-0.25554106553455913,0.6008473847871664,0.9831759662844856,"148228908, 551286, Xelaev18003793m.g, Xelaev18046891m.g","GenBank, Xenbase_9.1","Xelaev18003793m.g, rps11.S","40S ribosomal protein S11 [Xenopus laevis], ribosomal protein S11 [Xenopus laevis], NA",P62280,RPS11,NA,ribosomal protein S11
147904348,147904348,10,11,24,5926065.759765631,19230660.072265632,12578362.916015632,3.2450973127618794,1.6982617418712356,10,14,-1.0796991315136477,-0.11062934762458329,-0.27016082466409963,0.6064817350979541,0.9831759662844856,NA,NA,NA,NA,NA,NA,NA,NA
ENOG411CT9A,ENOG411CT9A,8,8,24,30344138.5458984,62938530.078125,46641334.312011704,2.0741577482229223,1.0525256212120857,10,14,-1.0796991315136477,-0.11062934762458329,-0.27016082466409963,0.6064817350979541,0.9831759662844856,"147900496, Xelaev18036318m.g","GenBank, Xenbase_9.1",etfb.L,"electron-transfer-flavoprotein, beta polypeptide [Xenopus laevis], NA",P38117,ETFB,NA,"Electron-transfer-flavoprotein, beta polypeptide"
ENOG411CS7X,ENOG411CS7X,8,8,24,22756617.2187501,71836418.1875,47296517.70312505,3.156726568670807,1.6584293017954244,10,14,-1.0796991315136477,-0.11062934762458329,-0.27016082466409963,0.6064817350979541,0.9831759662844856,"148236843, Xelaev18033119m.g","GenBank, Xenbase_9.1",rpl15.S,"ribosomal protein L15 [Xenopus laevis], NA",P61313,RPL15,EC45,Ribosomal protein L15
ENOG411CUK5,ENOG411CUK5,6,6,19,18171711.033203132,39217619.296875,28694665.165039066,2.158168772616791,1.1098076905425474,8,11,-1.1042377481389578,-0.14305082531696064,-0.28453669306602075,0.6120004407338524,0.9831759662844856,"52138966, Xelaev18034544m.g","GenBank, Xenbase_9.1",acadsb.L,"LOC494679 protein [Xenopus laevis], NA",P45954,ACADSB,NA,"acyl-CoA dehydrogenase, short branched chain"
ENOG411CYYH,ENOG411CYYH,6,6,19,2221500.16796875,12704874.40625,7463187.287109375,5.719051742348876,2.5157759581889434,8,11,-1.1042377481389578,-0.14305082531696064,-0.28453669306602075,0.6120004407338524,0.9831759662844856,"148232688, 27370871, 49119281, Xelaev18034881m.g","GenBank, Xenbase_9.1",nolc1.L,"nucleolar and coiled-body phosphoprotein 1 [Xenopus laevis], XNopp180 protein [Xenopus laevis], NA",Q14978,NOLC1,KIAA0035 NS5ATP13,nucleolar and coiled-body phosphoprotein 1
ENOG411D0UW,ENOG411D0UW,7,7,19,17696206.375,43331206.535156295,30513706.455078147,2.4486155742606894,1.2919662926273103,8,11,-1.1042377481389578,-0.14305082531696064,-0.28453669306602075,0.6120004407338524,0.9831759662844856,"12004636, 148225893, Xelaev18023992m.g","GenBank, Xenbase_9.1",ruvbl1.L,"pontin [Xenopus laevis], ruvB-like 1 [Xenopus laevis], NA",Q9Y265,RUVBL1,INO80H NMP238 TIP49 TIP49A,RuvB-like 1 (E. coli)
ENOG411D52A,ENOG411D52A,7,7,19,11855784.4296875,23874385.09375,17865084.76171875,2.0137330629905263,1.00987245483261,8,11,-1.1042377481389578,-0.14305082531696064,-0.28453669306602075,0.6120004407338524,0.9831759662844856,"114107906, 133737024, 148228991, 32450055, 49671152, Xelaev18011978m.g, Xelaev18022105m.g, Xelaev18022104m.g","GenBank, Xenbase_9.1","Xelaev18011978m.g, Xelaev18022105m.g, Xelaev18022104m.g","MGC154377 protein [Xenopus laevis], LOC100049136 protein [Xenopus laevis], MGC80163 protein [Xenopus laevis], LOC398653 protein [Xenopus laevis], Unknown (protein for MGC:83396) [Xenopus laevis], NA",P05387,RPLP2,D11S2243E RPP2,"ribosomal protein, large P2"
ENOG411CWBD,ENOG411CWBD,3,3,19,29590318.390625,76666240.3125,53128279.3515625,2.5909231289917414,1.3734662123271262,8,11,-1.1042377481389578,-0.14305082531696064,-0.28453669306602075,0.6120004407338524,0.9831759662844856,"148223047, 157423022, 160333424, 32450581, 38502274, 46249447, Xelaev18018628m.g, Xelaev18001735m.g, Xelaev18003601m.g, Xelaev18018631m.g, Xelaev18020271m.g","GenBank, Xenbase_9.1","loc100496569.L, ppif.L, Xelaev18003601m.g, ppia.L, loc100496569.S","CYcloPhilin (18.4 kD) (cyp-7) [Xenopus laevis], LOC100126631 protein [Xenopus laevis], peptidylprolyl isomerase A (cyclophilin A) [Xenopus laevis], CypA protein [Xenopus laevis], peptidylprolyl cis-trans isomerase [Xenopus laevis], NA","P62937, P30405","PPIA, PPIF","CYPA, CYP3",PPIases accelerate the folding of proteins (By similarity)
ENOG411CZ5P,ENOG411CZ5P,18,18,66,59466305.066406295,163787249.453125,111626777.25976565,2.7542866379577986,1.4616787082170513,27,39,-1.0306218982630273,-0.043515151766046194,-0.30599643075971916,0.6201963183183232,0.9831759662844856,"148231041, 46250346, Xelaev18022995m.g, Xelaev18010088m.g, Xelaev18025130m.g, Xelaev18006864m.g","GenBank, Xenbase_9.1","pgm1.L, pgm5.S, pgm1.S, pgm5.L","phosphoglucomutase 1 [Xenopus laevis], LOC414455 protein [Xenopus laevis], NA","P36871, Q15124","PGM1, PGM5",PGMRP,Phosphoglucomutase
ENOG411CWV7,ENOG411CWV7,28,28,116,264975666.160157,569594766.734375,417285216.447266,2.149611603920262,1.1040760143652015,47,69,-1.0095887982984757,-0.013767808371994381,-0.3083319686050276,0.6210851286142702,0.9831759662844856,"148224201, 148224984, 148228651, 148234559, 6630877, Xelaev18006105m.g, Xelaev18042907m.g","GenBank, Xenbase_9.1","plin3.L, Xelaev18042907m.g","uncharacterized protein LOC494638 [Xenopus laevis], perilipin 3 [Xenopus laevis], perilipin 2 [Xenopus laevis], mannose-6-phosphate receptor binding protein 1 [Xenopus laevis], fatvg [Xenopus laevis], NA","Q99541, O60664","PLIN2, PLIN3","ADFP, M6PRBP1 TIP47",Perilipin
ENOG411CUH0,ENOG411CUH0,5,5,14,5102000.75,13157103.96875,9129552.359375,2.578812629290578,1.3667069539672085,6,8,-1.1451354425144749,-0.19551824521109637,-0.3092308013670456,0.6214270173858878,0.9831759662844856,"118763688, 124481818, 148237982, 54311422, Xelaev18028620m.g, Xelaev18039316m.g","GenBank, Xenbase_9.1","adck3.S, adck4.L","LOC495397 protein [Xenopus laevis], LOC100037137 protein [Xenopus laevis], aarF domain containing kinase 4 [Xenopus laevis], NA","Q8NI60, Q96D53","COQ8A, COQ8B","ADCK3 CABC1, ADCK4",AarF domain containing kinase
ENOG411DEXA,ENOG411DEXA,5,5,14,5782836.28125,11049220.5,8416028.390625,1.9106922559480854,0.9340954305548564,6,8,-1.1451354425144749,-0.19551824521109637,-0.3092308013670456,0.6214270173858878,0.9831759662844856,"147903924, 299029, Xelaev18006931m.g","GenBank, Xenbase_9.1",hnrnpk.L,"heterogeneous nuclear ribonucleoprotein K [Xenopus laevis], pre-mRNA binding K protein, hnRNP K [Xenopus laevis, Peptide, 396 aa], NA",NA,NA,NA,heterogeneous nuclear ribonucleoprotein K
ENOG411CZDE,ENOG411CZDE,5,5,14,5045121.6875,16427320.3125,10736221,3.256080096779628,1.7031361891021541,6,8,-1.1451354425144749,-0.19551824521109637,-0.3092308013670456,0.6214270173858878,0.9831759662844856,"148236841, Xelaev18007973m.g","GenBank, Xenbase_9.1",hsd17b4.L,"hydroxysteroid (17-beta) dehydrogenase 4 [Xenopus laevis], NA",P51659,HSD17B4,EDH17B4 SDR8C1,Hydroxysteroid (17-beta) dehydrogenase 4
ENOG411CPMA,ENOG411CPMA,5,5,14,5446359.546875,13878506.3125,9662432.9296875,2.5482170600476017,1.3494881732443593,6,8,-1.1451354425144749,-0.19551824521109637,-0.3092308013670456,0.6214270173858878,0.9831759662844856,Xelaev18026243m.g,Xenbase_9.1,iars2.L,NA,Q9NSE4,IARS2,NA,"Isoleucyl-tRNA synthetase 2, mitochondrial"
