accession,ctrl_PSMs_b1,ctrl_PSMs_b2,exp_PSMs_b1,exp_PSMs_b2,PSM_zscore_b1,PSM_zscore_b2,PSM_log2fc_b1,PSM_log2fc_b2,mean_ctrl_PSMs,mean_exp_PSMs,joint_zscore,pval,fdr_bh,description,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation,conf_90,conf_95,conf_99
ENOG411DF1I,54,16,56,29,-0.6828616358041043,0.5777244575661896,-0.17065849506565803,0.2613394297623745,35,42.5,-0.07434321168684818,0.5296313529065301,0.9141929049784945,ENOG411DF1I,"161169050, Xelaev18021771m.g, Xelaev18024574m.g","GenBank, Xenbase_9.1","eif4g2.L, eif4g2.S","eIF4G-related protein NAT1 [Xenopus laevis], NA",NA,NA,NA,Eukaryotic translation initiation factor 4 gamma,FALSE,FALSE,FALSE
ENOG411CWB2,0,3,1,2,0.9620881951337295,-1.0703964917615538,0.7778112042942601,-0.9731258238746485,1.5,1.5,-0.07658553100429868,0.5305233651350381,0.9141929049784945,ENOG411CWB2,"147903211, Xelaev18040672m.g","GenBank, Xenbase_9.1",tagln2.L,"transgelin 2 [Xenopus laevis], NA","Q9UI15, P37802","TAGLN3, TAGLN2","NP25, KIAA0120",Transgelin,FALSE,FALSE,FALSE
ENOG411CURE,19,3,23,4,0.10078309349568448,-0.21863225129683647,0.04084561012805376,-0.23616022970844208,11,13.5,-0.08333193863831809,0.5332061973783843,0.9141929049784945,ENOG411CURE,"147898427, 46250336, Xelaev18033356m.g","GenBank, Xenbase_9.1",nsun2.S,"tRNA (cytosine(34)-C(5))-methyltransferase [Xenopus laevis], LOC414460 protein [Xenopus laevis], NA",Q08J23,NSUN2,SAKI TRM4,"NOP2 Sun RNA methyltransferase family, member 2",FALSE,FALSE,FALSE
ENOG411CYW0,22,0,25,0,-0.11871121245084257,0,-0.045311033621660515,0,11,12.5,-0.08394150332686769,0.5334485294489448,0.9141929049784945,ENOG411CYW0,"148222204, 47718059, Xelaev18020612m.g, Xelaev18018234m.g","GenBank, Xenbase_9.1","cops2.S, cops2.L","COP9 signalosome complex subunit 2 [Xenopus laevis], LOC432342 protein [Xenopus laevis], NA",P61201,COPS2,CSN2 TRIP15,COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis),FALSE,FALSE,FALSE
ENOG411CZBF,9,1,9,2,-0.3567921740976204,0.2379805831164972,-0.22218879570573988,0.026874176125351517,5,5.5,-0.08401248166631464,0.5334767460403105,0.9141929049784945,ENOG411CZBF,"147898885, 71724847, Xelaev18005621m.g","GenBank, Xenbase_9.1",exosc9.L,"exosome component 9 [Xenopus laevis], 3' exoribonuclease [Xenopus laevis], NA",Q06265,EXOSC9,PMSCL1,Exosome component 9,FALSE,FALSE,FALSE
ENOG411CPF7,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CPF7,"148232962, 50414862, Xelaev18004506m.g","GenBank, Xenbase_9.1",hells.S,"helicase, lymphoid-specific [Xenopus laevis], HELLS protein [Xenopus laevis], NA",Q9NRZ9,HELLS,PASG SMARCA6,"Helicase, lymphoid-specific",FALSE,FALSE,FALSE
ENOG411CXSD,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CXSD,"122936460, Xelaev18022476m.g","GenBank, Xenbase_9.1",slc7a6os.L,"LOC100037092 protein [Xenopus laevis], NA",Q96CW6,SLC7A6OS,NA,"solute carrier family 7, member 6 opposite strand",FALSE,FALSE,FALSE
ENOG411DF3R,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411DF3R,Xelaev18034249m.g,Xenbase_9.1,tdrd1.L,NA,NA,NA,NA,tudor domain containing 1,FALSE,FALSE,FALSE
ENOG411D1QD,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411D1QD,Xelaev18035358m.g,Xenbase_9.1,loc100127873.L,NA,NA,NA,NA,GHMP kinases C terminal,FALSE,FALSE,FALSE
ENOG411CQ8Z,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CQ8Z,"148230901, Xelaev18038313m.g","GenBank, Xenbase_9.1",pmpca.L,"peptidase (mitochondrial processing) alpha [Xenopus laevis], NA",Q10713,PMPCA,INPP5E KIAA0123 MPPA,Peptidase (Mitochondrial processing) alpha,FALSE,FALSE,FALSE
ENOG411CRPZ,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CRPZ,"120538431, 148227772",GenBank,NA,"LOC100036878 protein [Xenopus laevis], NudC domain containing 3 [Xenopus laevis]",Q8IVD9,NUDCD3,KIAA1068,NudC domain containing 3,FALSE,FALSE,FALSE
ENOG411CQ4Q,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CQ4Q,"147899463, 147900291, 50418309, 54261597, Xelaev18037002m.g, Xelaev18034778m.g, Xelaev18005790m.g","GenBank, Xenbase_9.1","herc4.S, herc4.L, herc3.L","hect domain and RLD 3 [Xenopus laevis], hect domain and RLD 4 [Xenopus laevis], MGC81587 protein [Xenopus laevis], LOC495281 protein [Xenopus laevis], NA","Q5GLZ8, Q15034, D6RAT5","HERC4, HERC3, NA","KIAA1593, KIAA0032, NA",HECT and RLD domain containing E3 ubiquitin protein ligase,FALSE,FALSE,FALSE
ENOG411CVF8,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CVF8,"147899268, 148231776, Xelaev18019730m.g, Xelaev18014684m.g, Xelaev18016646m.g","GenBank, Xenbase_9.1","stk38l.S, stk38-like.S, stk38l.L","serine/threonine kinase 38 [Xenopus laevis], serine/threonine kinase 38 like [Xenopus laevis], NA","Q15208, Q9Y2H1","STK38, STK38L","NDR1, KIAA0965 NDR2",Serine Threonine Kinase 38,FALSE,FALSE,FALSE
ENOG411CY59,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CY59,"Xelaev18025178m.g, Xelaev18023062m.g",Xenbase_9.1,"ipo13.S, ipo13.L",NA,O94829,IPO13,KIAA0724 RANBP13,importin 13,FALSE,FALSE,FALSE
ENOG411D475,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411D475,"147902208, Xelaev18033411m.g","GenBank, Xenbase_9.1",lyrm4.S,"LYR motif-containing protein 4 [Xenopus laevis], NA",Q9HD34,LYRM4,C6orf149 ISD11,LYR motif containing 4,FALSE,FALSE,FALSE
ENOG411CPZY,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CPZY,"147899181, Xelaev18032040m.g","GenBank, Xenbase_9.1",impad1.L,"inositol monophosphatase 3 [Xenopus laevis], NA",Q9NX62,IMPAD1,IMPA3,inositol monophosphatase domain containing 1,FALSE,FALSE,FALSE
ENOG411CY38,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CY38,"51858967, 76779904, Xelaev18045968m.g","GenBank, Xenbase_9.1",mrpl10.S,"LOC446962 protein [Xenopus laevis], NA",Q7Z7H8,MRPL10,MRPL8 RPML8,mitochondrial ribosomal protein L10,FALSE,FALSE,FALSE
ENOG411CW59,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CW59,Xelaev18020941m.g,Xenbase_9.1,dclre1c.S,NA,Q96SD1,DCLRE1C,ARTEMIS ASCID SCIDA SNM1C,DNA cross-link repair 1C,FALSE,FALSE,FALSE
ENOG411CP4S,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CP4S,"148231778, Xelaev18025705m.g, Xelaev18023704m.g","GenBank, Xenbase_9.1","gcat.S, gcat.L","glycine C-acetyltransferase [Xenopus laevis], NA",O75600,GCAT,KBL,Glycine C-acetyltransferase,FALSE,FALSE,FALSE
ENOG411CR6Q,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CR6Q,"133737065, 148227154, 148234949, 148236470, 148237960, 156119431, 213623630, 213625084, 227605, Xelaev18015622m.g, Xelaev18037818m.g","GenBank, Xenbase_9.1","ralb.S, Xelaev18037818m.g","N-ras protein [Xenopus laevis], v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein) [Xenopus laevis], v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog [Xenopus laevis], Ras protein [Xenopus laevis], v-Ha-ras Harvey rat sarcoma viral oncogene homolog [Xenopus laevis], GTPase KRas precursor [Xenopus laevis], Unknown (protein for MGC:196727) [Xenopus laevis], Unknown (protein for MGC:196512) [Xenopus laevis], ras oncogene, NA","P01112, P01116, P01111","HRAS, KRAS, NRAS","HRAS1, KRAS2 RASK2",rat sarcoma viral oncogene homolog,FALSE,FALSE,FALSE
ENOG411CS52,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CS52,"148230778, Xelaev18034728m.g","GenBank, Xenbase_9.1",cpn1.L,"carboxypeptidase N, polypeptide 1 precursor [Xenopus laevis], NA",P15169,CPN1,ACBP,"Carboxypeptidase N, polypeptide 1",FALSE,FALSE,FALSE
ENOG411CUC5,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CUC5,"148226086, 148229367",GenBank,NA,"protein kinase, AMP-activated, alpha 2 catalytic subunit [Xenopus laevis], protein kinase, AMP-activated, alpha 1 catalytic subunit [Xenopus laevis]",Q13131,PRKAA1,AMPK1,"protein kinase, AMP-activated, alpha 1 catalytic subunit",FALSE,FALSE,FALSE
ENOG411CTN5,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CTN5,"153792420, 2811268, 2811270, Xelaev18041769m.g, Xelaev18018880m.g, Xelaev18002850m.g","GenBank, Xenbase_9.1","stxbp1.S, stxbp2.L, stxbp1.L","syntaxin binding protein 1 [Xenopus laevis], unc-18, partial [Xenopus laevis], unc-18 [Xenopus laevis], NA","P61764, Q15833","STXBP1, STXBP2","UNC18A, UNC18B",syntaxin binding protein,FALSE,FALSE,FALSE
ENOG411D0DW,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411D0DW,"123899857, 71051894, Xelaev18005350m.g","GenBank, Xenbase_9.1",ufsp2.L,"RecName: Full=Ufm1-specific protease 2; Short=UfSP2, MGC130612 protein [Xenopus laevis], NA",Q9NUQ7,UFSP2,C4orf20,ufm1-specific peptidase 2,FALSE,FALSE,FALSE
ENOG411CS6A,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CS6A,"147904296, 148226062, Xelaev18036619m.g, Xelaev18034218m.g","GenBank, Xenbase_9.1","pdcd4.S, pdcd4.L","uncharacterized protein LOC494651 [Xenopus laevis], programmed cell death 4 (neoplastic transformation inhibitor) [Xenopus laevis], NA",Q53EL6,PDCD4,H731,programmed cell death 4 (neoplastic transformation inhibitor),FALSE,FALSE,FALSE
ENOG411DFFP,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411DFFP,Xelaev18005659m.g,Xenbase_9.1,larp7.L,NA,NA,NA,NA,La ribonucleoprotein domain family member 7,FALSE,FALSE,FALSE
ENOG411CVGH,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CVGH,"148232302, Xelaev18023716m.g","GenBank, Xenbase_9.1",gga1.L,"golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Xenopus laevis], NA","Q9UJY4, Q9UJY5","GGA2, GGA1","KIAA1080, NA","Golgi-associated, gamma adaptin ear containing, ARF binding protein",FALSE,FALSE,FALSE
ENOG411CSV1,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CSV1,"138754075, Xelaev18007809m.g, Xelaev18010628m.g","GenBank, Xenbase_9.1","diablo.L, diablo.S","Smac protein precursor [Xenopus laevis], NA",Q9NR28,DIABLO,SMAC,"Diablo, IAP-binding mitochondrial protein",FALSE,FALSE,FALSE
ENOG411CVFK,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CVFK,"161611768, 213623500, 213625105, Xelaev18016177m.g","GenBank, Xenbase_9.1",b3glct.S,"LOC100127336 protein [Xenopus laevis], Hypothetical protein LOC100127336 [Xenopus laevis], NA",Q6Y288,B3GLCT,B3GALTL B3GTL,"beta 1,3-galactosyltransferase-like",FALSE,FALSE,FALSE
ENOG411CU92,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CU92,Xelaev18034717m.g,Xenbase_9.1,cnnm1.L,NA,Q9NRU3,CNNM1,ACDP1,cyclin M1,FALSE,FALSE,FALSE
ENOG411CUAD,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CUAD,"160420287, Xelaev18002597m.g","GenBank, Xenbase_9.1",tamm41.1.S,"mitochondrial translocator assembly and maintenance protein 41 homolog precursor [Xenopus laevis], NA",Q96BW9,TAMM41,C3orf31,"TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)",FALSE,FALSE,FALSE
ENOG411CREV,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CREV,"148222244, 148227097, 148237048, 213623966, 213626063, Xelaev18040858m.g, Xelaev18011096m.g, Xelaev18008450m.g, Xelaev18042960m.g","GenBank, Xenbase_9.1","smad4.2.L, smad4.1.S, smad4.1.L, smad4.2.S","SMAD family member 4, gene 2 [Xenopus laevis], SMAD family member 4, gene 1 [Xenopus laevis], Smad10 protein [Xenopus laevis], NA",Q13485,SMAD4,DPC4 MADH4,SMAD family member 4,FALSE,FALSE,FALSE
ENOG411CVM4,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CVM4,"Xelaev18042379m.g, Xelaev18039083m.g",Xenbase_9.1,"clptm1.S, clptm1.L",NA,O96005,CLPTM1,NA,Cleft lip and palate associated transmembrane protein 1,FALSE,FALSE,FALSE
ENOG411CUV7,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CUV7,"148234237, Xelaev18041663m.g, Xelaev18041662m.g","GenBank, Xenbase_9.1","Xelaev18041663m.g, Xelaev18041662m.g","exosome component 2 [Xenopus laevis], NA",Q13868,EXOSC2,RRP4,Exosome component 2,FALSE,FALSE,FALSE
ENOG411CZ1W,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CZ1W,"148230274, Xelaev18032037m.g","GenBank, Xenbase_9.1",sdr16c5.L,"short chain dehydrogenase/reductase family 16C, member 5 [Xenopus laevis], NA",Q8N3Y7,SDR16C5,RDHE2,"Short chain dehydrogenase reductase family 16C, member 5",FALSE,FALSE,FALSE
ENOG411CR2X,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CR2X,Xelaev18022815m.g,Xenbase_9.1,rarg-like.2.L,NA,Q5RKV6,EXOSC6,MTR3,exosome component 6,FALSE,FALSE,FALSE
ENOG411CSU5,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CSU5,"147903815, 148233290, Xelaev18047804m.g, Xelaev18023684m.g, Xelaev18045574m.g, Xelaev18025685m.g","GenBank, Xenbase_9.1","tom1l2.S, tom1.L, tom1l2.L, tom1.S","target of myb1 [Xenopus laevis], TOM1-like protein 2 [Xenopus laevis], NA","O60784, Q6ZVM7","TOM1, TOM1L2",NA,Target of myb1-like 2 (Chicken),FALSE,FALSE,FALSE
ENOG411CZQR,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CZQR,"148228283, Xelaev18020502m.g, Xelaev18018366m.g","GenBank, Xenbase_9.1","aen.S, aen.L","apoptosis-enhancing nuclease [Xenopus laevis], NA",Q8WTP8,AEN,ISG20L1,apoptosis enhancing nuclease,FALSE,FALSE,FALSE
ENOG411CRJ7,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CRJ7,"147905226, 148233732, Xelaev18036414m.g, Xelaev18037982m.g","GenBank, Xenbase_9.1","emc1.L, emc1.S","uncharacterized protein KIAA0090 homolog precursor [Xenopus laevis], putative protein of eukaryotic origin (2B780) precursor [Xenopus laevis], NA",Q8N766,EMC1,KIAA0090,ER membrane protein complex subunit 1,FALSE,FALSE,FALSE
ENOG411CPFF,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CPFF,"148227022, 148227326, Xelaev18023307m.g, Xelaev18001240m.g, Xelaev18006517m.g","GenBank, Xenbase_9.1","snx7.L, snx30.S, snx30.L","sorting nexin-30 [Xenopus laevis], sorting nexin 7 [Xenopus laevis], NA","Q5VWJ9, Q9UNH6","SNX30, SNX7",NA,sorting nexin,FALSE,FALSE,FALSE
ENOG411CW3A,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CW3A,"117168024, 147898405, 38014804, 49256144, 67677984, 83318307, Xelaev18045841m.g, Xelaev18013122m.g, Xelaev18043054m.g, Xelaev18042338m.g, Xelaev18039030m.g","GenBank, Xenbase_9.1","tm9sf4.S, tm9sf2.L, tm9sf4.L, loc100489507.S, loc100489507.L","LOC398864 protein [Xenopus laevis], transmembrane 9 superfamily member 2 precursor [Xenopus laevis], LOC733272 protein [Xenopus laevis], NA","Q99805, Q92544","TM9SF2, TM9SF4",KIAA0255 TUCAP1,transmembrane 9 superfamily,FALSE,FALSE,FALSE
Xelaev18008432m.g,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,Xelaev18008432m.g,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
ENOG411D3VH,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411D3VH,"Xelaev18023559m.g, Xelaev18025574m.g",Xenbase_9.1,"rbx1.L, rbx1.S",NA,P62877,RBX1,RNF75 ROC1,"Ring-box 1, E3 ubiquitin protein ligase",FALSE,FALSE,FALSE
ENOG411CXII,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CXII,"Xelaev18044469m.g, Xelaev18047013m.g",Xenbase_9.1,"atg9a.L, atg9a.S",NA,"H7C152, Q7Z3C6",ATG9A,APG9L1,autophagy related 9A,FALSE,FALSE,FALSE
ENOG411CQXS,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CQXS,"Xelaev18037181m.g, Xelaev18035185m.g",Xenbase_9.1,"pex14.S, pex14.L",NA,O75381,PEX14,NA,peroxisomal biogenesis factor 14,FALSE,FALSE,FALSE
ENOG411CXPJ,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CXPJ,Xelaev18015792m.g,Xenbase_9.1,rb1.S,NA,P06400,RB1,NA,retinoblastoma 1,FALSE,FALSE,FALSE
ENOG411D0BV,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411D0BV,"Xelaev18035034m.g, Xelaev18035332m.g, Xelaev18003137m.g, Xelaev18010596m.g, Xelaev18028523m.g, Xelaev18018960m.g, Xelaev18012335m.g, Xelaev18010585m.g, Xelaev18042158m.g, Xelaev18017842m.g, Xelaev18027267m.g, Xelaev18030574m.g, Xelaev18015035m.g, Xelaev18005392m.g, Xelaev18028858m.g, Xelaev18037164m.g, Xelaev18006815m.g, Xelaev18009564m.g, Xelaev18029207m.g, Xelaev18003145m.g, Xelaev18019789m.g, Xelaev18000582m.g, Xelaev18011524m.g, Xelaev18045754m.g, Xelaev18026859m.g, Xelaev18033312m.g, Xelaev18016833m.g, Xelaev18041020m.g, Xelaev18021038m.g, Xelaev18019282m.g, Xelaev18009469m.g, Xelaev18016269m.g, Xelaev18034854m.g, Xelaev18016243m.g, Xelaev18035550m.g, Xelaev18004017m.g, Xelaev18037206m.g, Xelaev18009621m.g, Xelaev18022514m.g, Xelaev18025373m.g",Xenbase_9.1,"Xelaev18035034m.g, Xetrov90018136m.L, Xelaev18003137m.g, Xetrov90020467m.S, Xelaev18028523m.g, Xelaev18018960m.g, Xelaev18012335m.g, Xelaev18010585m.g, Xelaev18042158m.g, Xelaev18017842m.g, Xelaev18027267m.g, Xelaev18030574m.g, Xetrov90006785m.S, Xetrov90002054m.L, Xetrov90026218m.S, Xetrov90027482m.S, Xelaev18006815m.g, Xelaev18009564m.g, Xelaev18029207m.g, Xetrov90003193m.L, Xetrov90026452m.S, Xetrov90016201m.S, Xetrov90029159m.L, Xelaev18045754m.g, Xelaev18033312m.g, Xelaev18016833m.g, Xetrov90002789m.S, Xelaev18021038m.g, Xelaev18019282m.g, Xelaev18009469m.g, Xelaev18016269m.g, Xetrov90001808m.L, Xelaev18016243m.g, Xetrov90001286m.L, loc101731077.1, Xetrov90011968m.S, Xelaev18009621m.g, Xetrov90021563m.L, Xetrov90009521m.S",NA,Q8ND90,PNMA1,MA1,paraneoplastic Ma antigen 1,FALSE,FALSE,FALSE
ENOG411CUVY,1,0,1,0,-0.11891965674285696,0,-0.22218879570573988,0,0.5,0.5,-0.08408889569925068,0.5335071233386379,0.9141929049784945,ENOG411CUVY,"53851281, Xelaev18013426m.g, Xelaev18015916m.g, Xelaev18044543m.g, Xelaev18047063m.g","GenBank, Xenbase_9.1","lrp1.L, lrp1.S, Xelaev18044543m.g, Xelaev18047063m.g","alpha2-macroglobulin endocytic surface receptor [Xenopus laevis], NA","Q07954, Q9NZR2","LRP1, LRP1B","A2MR APR, LRPDIT",Low density lipoprotein receptor-related protein,FALSE,FALSE,FALSE
