"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F19 Control"	"Abundance F20 Control"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Control"	"Abundance F24 Control"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Found in Sample in S19 F19 Control"	"Found in Sample in S20 F20 Control"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Control"	"Found in Sample in S24 F24 Control"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411DGKF"	"ENOG411DGKF"	"0.000"	"False"	"18.483"	"12"	"4"	"10"	"4"	"994"	"112.0"	"7.83"	"20.65"	"4"	"4185503.5"	"4667296"	"5587727.875"	"9557446.625"	"489077.03125"	"598534.23828125"	"1138653.2578125"	"1022180.6640625"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ6Z"	"ENOG411CQ6Z"	"0.000"	"False"	"18.465"	"16"	"6"	"18"	"6"	"1052"	"114.8"	"6.89"	"42.15"	"6"	"6360316.34375"	"6619341.75"	"8753005.5"	"9736030.5"	"2521833.7109375"	"2350685.828125"	"4533106.0625"	"4412348.40625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D4TX"	"ENOG411D4TX"	"0.000"	"False"	"18.359"	"46"	"3"	"20"	"3"	"69"	"7.8"	"10.70"	"42.73"	"3"	"19556167.546875"	"17448726.25"	"39395345.328125"	"44486857.59375"	"5023092.32226563"	"5274109.22265625"	"11297775.5644531"	"11203969.8183594"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUGV"	"ENOG411CUGV"	"0.000"	"False"	"18.196"	"18"	"4"	"13"	"4"	"1258"	"140.4"	"6.93"	"31.86"	"4"	"11909005.75"	"9084586"	"8358401.625"	"12068479.5"	"2441948.3984375"	"2834591.375"	"3992375.46875"	"3968390.34375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWMM"	"ENOG411CWMM"	"0.000"	"False"	"18.179"	"30"	"4"	"23"	"4"	"143"	"15.8"	"10.48"	"67.53"	"4"	"236027139.25"	"230206618.875"	"486614131"	"484199939.5"	"19666961.34375"	"20200445.125"	"42087629.5"	"42393249.46875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWP3"	"ENOG411CWP3"	"0.000"	"False"	"18.088"	"6"	"7"	"13"	"7"	"5450"	"615.3"	"6.05"	"22.27"	"7"	""	"1008131.4375"	"1198378.5"	"1105277.25"	"638544.26953125"	"614776.546875"	"1155746.34375"	"1240035.44921875"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPVN"	"ENOG411CPVN"	"0.000"	"False"	"18.083"	"18"	"5"	"9"	"5"	"1124"	"129.3"	"9.09"	"20.52"	"5"	"17183560.125"	"10315933.5"	"24496175.5"	"24005616.25"	"3666225.84375"	"3380217.9375"	"5800152.8125"	"5592346.375"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW0B"	"ENOG411CW0B"	"0.000"	"False"	"18.039"	"12"	"3"	"22"	"3"	"621"	"68.6"	"8.88"	"39.49"	"3"	"23958630.875"	"23078479.125"	"27576276.75"	"30631037"	"5401091.375"	"5336327.79101563"	"6663553.484375"	"6263379.4375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ1J"	"ENOG411CZ1J"	"0.000"	"False"	"17.997"	"3"	"5"	"14"	"5"	"4292"	"497.0"	"6.67"	"29.52"	"5"	"18641099.875"	"15189999"	"27399825"	"20241924.875"	"2642891.2421875"	"3233233.546875"	"4728080.890625"	"4403208.203125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSXE"	"ENOG411CSXE"	"0.000"	"False"	"17.929"	"9"	"6"	"19"	"6"	"1877"	"214.1"	"6.99"	"36.26"	"6"	"20719268.9375"	"15230820.625"	"16428953.4375"	"12241434.5"	"3439261.765625"	"3348147.71875"	"3665515.1796875"	"3619213.65625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSP5"	"ENOG411CSP5"	"0.000"	"False"	"17.921"	"6"	"6"	"13"	"6"	"2065"	"232.8"	"6.44"	"28.40"	"6"	"10158357.4375"	"10326367.25"	"16289680.125"	"16464040.625"	"1512349.90625"	"1715570.3828125"	"2103362.578125"	"2300870.1875"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTWR"	"ENOG411CTWR"	"0.000"	"False"	"17.835"	"15"	"5"	"22"	"5"	"923"	"100.5"	"5.64"	"46.60"	"5"	"18190887.25"	"16474917.75"	"13665867"	"17784856"	"2750397.140625"	"2887472.28125"	"3389138.40625"	"3606625.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411D1DH"	"ENOG411D1DH"	"0.000"	"False"	"17.718"	"12"	"4"	"13"	"4"	"744"	"83.1"	"5.24"	"36.20"	"4"	"10774294.4375"	"9963788.875"	"18187859"	"22442071"	"3351197.03125"	"3327602.84375"	"6112190.59375"	"5878424.03125"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CQAI"	"ENOG411CQAI"	"0.000"	"False"	"17.705"	"17"	"5"	"16"	"5"	"553"	"59.2"	"6.24"	"32.67"	"5"	"4202755.375"	"3845352.625"	"8290280.0625"	"8848001.625"	"1404682.359375"	"1285515.78515625"	"1927043.1875"	"1942069.3515625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ3K"	"ENOG411CZ3K"	"0.000"	"False"	"17.703"	"21"	"6"	"16"	"6"	"873"	"96.9"	"5.29"	"28.34"	"6"	"3512240.9375"	"7437565.625"	"9636776.375"	"5037678.75"	"1222480.5625"	"1308347.765625"	"2014773.34375"	"1163312.890625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ77"	"ENOG411CQ77"	"0.000"	"False"	"17.691"	"2"	"8"	"13"	"8"	"5226"	"575.9"	"6.57"	"24.82"	"8"	"4730387.5"	"3989487.3125"	"8235932.8125"	"7084346.25"	"1844171.796875"	"1789979.109375"	"2895925.125"	"2678978.0625"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ59"	"ENOG411CQ59"	"0.000"	"False"	"17.658"	"5"	"5"	"15"	"5"	"4601"	"526.3"	"6.55"	"34.89"	"5"	"6053455.5625"	"7145129.8125"	"6130931.25"	"5535765.875"	"745682.40625"	"1118496"	"1496161.234375"	"1604711.84375"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYQ4"	"ENOG411CYQ4"	"0.000"	"False"	"17.615"	"19"	"5"	"16"	"5"	"1156"	"130.1"	"8.95"	"36.04"	"5"	"26174452.875"	"11224003.25"	"25815217.25"	"35620309"	"6257845.625"	"6393630.140625"	"9593782.625"	"9905805.25"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR1H"	"ENOG411CR1H"	"0.000"	"False"	"17.597"	"10"	"4"	"8"	"4"	"1431"	"162.1"	"7.36"	"17.00"	"4"	"4300812.4375"	"4385673.25"	"6073796.0625"	"1869715.4375"	"1286055.328125"	"1258274.640625"	"1723289.03125"	"1620659.09375"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUXP"	"ENOG411CUXP"	"0.000"	"False"	"17.559"	"7"	"5"	"12"	"5"	"916"	"105.2"	"5.34"	"30.59"	"5"	"16558396"	"18975988.125"	"27220833"	"27355606.25"	"3973999.484375"	"4102058.015625"	"5611696.8125"	"5064537.3125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU0S"	"ENOG411CU0S"	"0.000"	"False"	"17.450"	"10"	"5"	"17"	"5"	"2475"	"283.7"	"8.41"	"37.37"	"5"	"11292674.75"	"7902739.25"	"13353296.9375"	"19016235.375"	"2952098.90625"	"2916807.25"	"2521450.40625"	"2350833.71875"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ16"	"ENOG411CQ16"	"0.000"	"False"	"17.347"	"9"	"5"	"15"	"5"	"1961"	"221.0"	"7.23"	"32.82"	"5"	"6545554.9375"	"6167571.75"	"6467316.5"	"5639038.25"	"1236974.71875"	"1109225.25"	"1767830.4375"	"1761851.4375"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW56"	"ENOG411CW56"	"0.000"	"False"	"17.303"	"8"	"3"	"10"	"3"	"1381"	"156.1"	"8.63"	"32.09"	"3"	"3976228.5"	"4888159.1875"	"6907085.625"	"3475667"	"1226857.59375"	"1070412.625"	"1535546.625"	"1574267.13671875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D4A9"	"ENOG411D4A9"	"0.000"	"False"	"17.141"	"21"	"3"	"13"	"3"	"1170"	"130.6"	"9.63"	"31.88"	"3"	""	""	"7296527.75"	"8226483.25"	"350121.4375"	"482608.19140625"	"1747077.03125"	"1555380.5078125"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRIK"	"ENOG411CRIK"	"0.000"	"False"	"17.094"	"10"	"4"	"23"	"4"	"2125"	"239.7"	"7.53"	"60.12"	"4"	"13149023.75"	"13129117.875"	"23915390.25"	"23046422.25"	"3320758.6875"	"3568706.953125"	"7206744.109375"	"7867980.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW7X"	"ENOG411CW7X"	"0.000"	"False"	"17.031"	"5"	"7"	"12"	"7"	"8071"	"933.1"	"9.13"	"29.33"	"7"	"6525877.5"	"10134629.125"	"7291570.6875"	"5809635.625"	"2582243.671875"	"2730763.453125"	"1916971.4296875"	"2110647.984375"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXD5"	"ENOG411CXD5"	"0.000"	"False"	"16.980"	"26"	"6"	"22"	"6"	"767"	"86.4"	"7.28"	"35.30"	"6"	"12241020.5"	"12033425.625"	"14226837.375"	"17952820.125"	"3708775.1640625"	"3576443.953125"	"5702059.15625"	"5183085.09375"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPPD"	"ENOG411CPPD"	"0.000"	"False"	"16.959"	"12"	"4"	"18"	"4"	"1111"	"128.4"	"8.90"	"45.06"	"4"	"31062434"	"21270855.5"	"44860048"	"42189862"	"5126229.484375"	"5580978.453125"	"9595546.203125"	"9172596.03125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR8C"	"ENOG411CR8C"	"0.000"	"False"	"16.945"	"13"	"5"	"9"	"5"	"723"	"80.8"	"7.12"	"21.16"	"5"	"8079057.25"	"2909950.3125"	"4126437.5625"	"3776661.125"	"2188651.953125"	"1907740.515625"	"2823136.5625"	"2767813.734375"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3M3"	"ENOG411D3M3"	"0.000"	"False"	"16.925"	"22"	"4"	"27"	"4"	"296"	"33.9"	"11.27"	"53.45"	"4"	"103521946.75"	"102177070.5"	"163478544.5"	"182743301.75"	"15710826.0566406"	"18189243.6484375"	"30484572.6015625"	"31582954.203125"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYGD"	"ENOG411CYGD"	"0.000"	"False"	"16.870"	"19"	"5"	"17"	"5"	"748"	"86.7"	"6.14"	"37.26"	"5"	"4235547.75"	"4099245.625"	"7691768.125"	"7830734.8125"	"1014353.421875"	"1014741.3671875"	"1877803.125"	"1788359.8515625"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DF7S"	"ENOG411DF7S"	"0.000"	"False"	"16.845"	"15"	"4"	"15"	"4"	"1142"	"128.5"	"6.77"	"31.44"	"4"	"4583830.5"	"7867688"	"8371512.25"	"10587160"	"1299283.25"	"1389973.3125"	"1612698.25"	"1612025.4375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPYI"	"ENOG411CPYI"	"0.000"	"False"	"16.773"	"18"	"5"	"18"	"5"	"608"	"67.9"	"6.23"	"36.74"	"5"	"11043074.234375"	"6344187.8125"	"13811283.25"	"17067541.375"	"4407172.1875"	"4809571.65625"	"5281313.25"	"3659755.203125"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411D0W4"	"ENOG411D0W4"	"0.000"	"False"	"16.725"	"21"	"5"	"16"	"5"	"1588"	"180.7"	"7.83"	"33.63"	"5"	"10642576.5"	"13451875.25"	"22315945.5"	"21571516.75"	"2788518"	"2840017.359375"	"6402436.375"	"6621307.40625"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYJ4"	"ENOG411CYJ4"	"0.000"	"False"	"16.678"	"13"	"6"	"11"	"6"	"1902"	"211.2"	"7.43"	"27.05"	"6"	"4439496"	"4850530.375"	"6715453.125"	"1649053.875"	"1459998.77783203"	"1447014.69042969"	"1747564.20507813"	"1996133.71875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTMQ"	"ENOG411CTMQ"	"0.000"	"False"	"16.668"	"5"	"5"	"9"	"5"	"1886"	"216.0"	"7.06"	"19.65"	"5"	"133973875.75"	"108174576"	"95589270.5"	"87660468.09375"	"2794643.96875"	"2881723.4609375"	"2894125.328125"	"3157246.671875"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX01"	"ENOG411CX01"	"0.000"	"False"	"16.650"	"17"	"4"	"15"	"4"	"271"	"31.3"	"7.96"	"39.60"	"4"	"5109422.625"	"8142882.625"	"7446512.25"	"8560875.875"	"1470972.78125"	"1719742.19921875"	"2062406.40625"	"2140761.84375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQS6"	"ENOG411CQS6"	"0.000"	"False"	"16.607"	"6"	"5"	"11"	"5"	"5276"	"566.6"	"8.90"	"24.38"	"5"	"2836440.25"	"1119678.25"	"5394645.625"	"5858803.125"	"823048.3984375"	"908405.9140625"	"1455519.859375"	"1444125.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQZ6"	"ENOG411CQZ6"	"0.000"	"False"	"16.552"	"6"	"5"	"18"	"5"	"4691"	"519.2"	"5.62"	"35.66"	"5"	"12900305.125"	"8730474.1875"	"12089762"	"8419564.25"	"4631926.40625"	"4642613.96875"	"6634515.125"	"6217696.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZHQ"	"ENOG411CZHQ"	"0.000"	"False"	"16.544"	"25"	"4"	"19"	"4"	"207"	"23.4"	"6.34"	"47.01"	"4"	"6496701.59375"	"8862651.0625"	"14540766.25"	"11334209.75"	"2542460.421875"	"2681775.4375"	"4201121.625"	"4206135.5625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ5A"	"ENOG411CZ5A"	"0.000"	"False"	"16.506"	"13"	"5"	"21"	"5"	"722"	"80.2"	"9.29"	"44.88"	"5"	"48232500.25"	"45771084.5"	"58169551.25"	"58300838.75"	"8601832.21875"	"8963352.625"	"12332571"	"12183620.125"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D20T"	"ENOG411D20T"	"0.000"	"False"	"16.365"	"10"	"3"	"11"	"3"	"505"	"55.6"	"7.02"	"26.51"	"3"	"6282859.5"	"4882721.1875"	"11535931.75"	"15342355.75"	"275793.83203125"	"389388.96875"	"1449668.53125"	"846706.5625"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUXF"	"ENOG411CUXF"	"0.000"	"False"	"16.341"	"6"	"3"	"8"	"3"	"826"	"92.5"	"8.47"	"21.94"	"3"	"3006111"	"5813223.375"	"13427469"	"13870232.5"	"1507004.5"	"1390784.375"	"4012773.75"	"4431959.1875"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUK8"	"ENOG411CUK8"	"0.000"	"False"	"16.335"	"7"	"7"	"8"	"7"	"1632"	"185.5"	"6.77"	"18.71"	"7"	"9411766.875"	"9092616"	"14375513.625"	"12136698.5"	"2308980.875"	"2450290.28125"	"3685885.4375"	"2864952.9140625"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0HE"	"ENOG411D0HE"	"0.000"	"False"	"16.299"	"16"	"4"	"17"	"4"	"740"	"84.2"	"10.99"	"46.06"	"4"	"81580568.5"	"87063294.75"	"155083425.5"	"154138902"	"14413149.75"	"14511640.6875"	"33557846.375"	"31594338"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUIN"	"ENOG411CUIN"	"0.000"	"False"	"16.278"	"10"	"4"	"13"	"4"	"907"	"107.3"	"5.05"	"31.32"	"4"	"14352686"	"13200729.5"	"11391584.5"	"14871335"	"2125614.125"	"2694302.1875"	"2776575.75"	"3131121.125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXJY"	"ENOG411CXJY"	"0.000"	"False"	"16.273"	"2"	"6"	"14"	"6"	"5867"	"668.2"	"6.18"	"23.31"	"6"	"6570330"	"3922847.375"	"2161881.1875"	"6189510.25"	"1732658.890625"	"1725427"	"2673966.9609375"	"2842626.53125"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRU2"	"ENOG411CRU2"	"0.000"	"False"	"16.239"	"5"	"5"	"19"	"4"	"2279"	"254.3"	"6.80"	"43.94"	"5"	"23102602.015625"	"18407827.5"	"17256238.9375"	"23998483.6875"	"6235564.625"	"6019629.34375"	"6186774.03515625"	"6265723.1953125"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ5J"	"ENOG411CQ5J"	"0.000"	"False"	"16.185"	"15"	"2"	"11"	"2"	"528"	"62.4"	"9.70"	"21.78"	"2"	""	"2968807.25"	"9405600.375"	"11543365.25"	"1680618.1875"	"584159.25"	"1257358.75"	"3777274.125"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW4W"	"ENOG411CW4W"	"0.000"	"False"	"16.132"	"4"	"3"	"11"	"3"	"1907"	"212.1"	"5.40"	"31.28"	"3"	"3070497.75"	"3355263.75"	"4910801.625"	"4173413.375"	"690627.5"	"750543.234375"	"909531.46875"	"968033.65625"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV90"	"ENOG411CV90"	"0.000"	"False"	"16.111"	"20"	"4"	"17"	"1"	"1072"	"117.5"	"8.82"	"43.98"	"4"	"10763923.25"	"8338567.25"	"14923494.75"	"14955684.25"	"3600639.68359375"	"3907430.625"	"5269274.375"	"5393148.59375"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQWN"	"ENOG411CQWN"	"0.000"	"False"	"16.076"	"28"	"4"	"19"	"4"	"387"	"44.2"	"4.81"	"58.23"	"4"	"12175051.8125"	"10394597.375"	"18364152"	"18485235"	"4560618.875"	"4557910.5"	"9495112.5625"	"9185603.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWV6"	"ENOG411CWV6"	"0.000"	"False"	"16.050"	"14"	"5"	"11"	"5"	"787"	"89.4"	"6.51"	"20.83"	"5"	"10777782.25"	"8761115.25"	"12128441.625"	"8408510.75"	"1467506.71875"	"1762893.46875"	"1377018.125"	"1900458.4375"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSYG"	"ENOG411CSYG"	"0.000"	"False"	"16.042"	"6"	"6"	"13"	"6"	"2759"	"313.2"	"7.71"	"26.06"	"6"	"4461152.5"	""	"4562234.875"	"7953545.875"	"1432941.796875"	"1407130.625"	"2599212.6875"	"2426831.03125"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ2K"	"ENOG411CZ2K"	"0.000"	"False"	"16.037"	"25"	"5"	"7"	"5"	"876"	"94.6"	"8.41"	"14.66"	"5"	"1893782.125"	"2136629.75"	"4543988.875"	"4003916.25"	"796858.046875"	"544744.46875"	"1773057.546875"	"1747956.46875"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTJ0"	"ENOG411CTJ0"	"0.000"	"False"	"15.986"	"6"	"4"	"11"	"4"	"2370"	"264.9"	"5.77"	"30.25"	"4"	"136337977"	"125574080.875"	"151564617.25"	"147468278.375"	"34992375.203125"	"36021453.625"	"42357213.1875"	"44993500.21875"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVY4"	"ENOG411CVY4"	"0.000"	"False"	"15.916"	"31"	"5"	"25"	"5"	"172"	"19.5"	"4.79"	"48.55"	"5"	"20150589.375"	"20231854.875"	"55877761.5"	"50059383.5"	"3079415.3515625"	"3486042.296875"	"9515021.5"	"10035783.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXEU"	"ENOG411CXEU"	"0.000"	"False"	"15.888"	"10"	"4"	"9"	"4"	"957"	"107.6"	"7.03"	"23.78"	"4"	"33385703.8125"	"31304036.75"	"79630813.5625"	"83728301.8125"	"5676189.890625"	"5628668.75"	"12429314.6640625"	"11663581.34375"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP7V"	"ENOG411CP7V"	"0.000"	"False"	"15.861"	"14"	"3"	"12"	"3"	"666"	"74.4"	"8.95"	"28.38"	"3"	"3765989.3125"	"3420158"	"8144952.625"	"8163089.25"	"1120892.0625"	"1134651.9375"	"2903454.9375"	"2896739.25"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSGK"	"ENOG411CSGK"	"0.000"	"False"	"15.855"	"19"	"5"	"14"	"5"	"968"	"102.6"	"8.13"	"24.36"	"5"	"9438053"	"8119771.9375"	"10216876.5"	"14375795.75"	"2302035.3515625"	"2331089.00390625"	"3680035.28125"	"3453512.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUEF"	"ENOG411CUEF"	"0.000"	"False"	"15.854"	"5"	"5"	"10"	"5"	"8549"	"960.9"	"5.63"	"22.72"	"5"	"2828385"	"2695506.8125"	"3800447.25"	"1060490.5"	"1308504.8125"	"1268332.125"	"1758305.734375"	"1442416.125"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0D0"	"ENOG411D0D0"	"0.000"	"False"	"15.832"	"9"	"4"	"15"	"4"	"1404"	"160.6"	"5.38"	"36.11"	"4"	"5188894"	"1503602.125"	"17480608.75"	"14610606"	"1990698.75"	"1947233.75"	"2217858.578125"	"3694692.125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRVP"	"ENOG411CRVP"	"0.000"	"False"	"15.697"	"7"	"4"	"12"	"4"	"2098"	"237.6"	"5.55"	"31.55"	"4"	"4038669.75"	"4421813.25"	"8302991.5625"	"11532747"	"1278198.046875"	"1246651.546875"	"2767068.28125"	"2466409.15625"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
