accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CW56,ENOG411CW56,3,3,10,11161657.90625,13492566.38671875,12327112.146484375,1.2088317434602212,0.27361345073396176,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"148228533, Xelaev18015940m.g, Xelaev18013444m.g","GenBank, Xenbase_9.1","pip4k2c.S, pip4k2c.L","phosphatidylinositol-5-phosphate 4-kinase type-2 gamma [Xenopus laevis], NA",Q8TBX8,PIP4K2C,PIP5K2C,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
ENOG411CRY1,ENOG411CRY1,3,3,10,11202620.4375,26153377.125,18677998.78125,2.33457674219269,1.2231610136223297,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"148745075, 2570927, 353523834, 50416394, Xelaev18042638m.g","GenBank, Xenbase_9.1",gemin2.S,"Unknown (protein for MGC:160905) [Xenopus laevis], survival of motor neuron protein interacting protein 1 [Xenopus laevis], gem-associated protein 2 [Xenopus laevis], Sip1 protein [Xenopus laevis], NA",O14893,GEMIN2,SIP1,gem (nuclear organelle) associated protein 2
ENOG411CSC9,ENOG411CSC9,3,4,10,382464527.25,439156784.125,410810655.6875,1.1482287972759964,0.1994101435874272,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"147904495, 147905099, 148236659, Xelaev18024071m.g, Xelaev18046716m.g","GenBank, Xenbase_9.1","acox2.L, acox1.S","acyl-CoA oxidase 1, palmitoyl [Xenopus laevis], uncharacterized protein LOC403357 [Xenopus laevis], acyl-CoA oxidase 2, branched chain [Xenopus laevis], NA","Q99424, Q15067","ACOX2, ACOX1",ACOX,acyl-Coenzyme A oxidase
ENOG411CSZX,ENOG411CSZX,3,3,10,16560027.875,24880051.46875,20720039.671875,1.5024160379772307,0.5872843686545913,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"148234835, Xelaev18010493m.g","GenBank, Xenbase_9.1",upb1.S,"ureidopropionase, beta [Xenopus laevis], NA",Q9UBR1,UPB1,BUP1,"Ureidopropionase, beta"
ENOG411D3RP,ENOG411D3RP,4,4,10,25941154.87890625,42456707.015625,34198930.947265625,1.6366544671512748,0.7107497701043811,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,163916502,GenBank,NA,LOC100137631 protein [Xenopus laevis],Q9NPJ3,ACOT13,THEM2,Acyl-CoA thioesterase 13
ENOG411CQEU,ENOG411CQEU,4,4,10,9822374.015625,15271146.625,12546760.3203125,1.5547307199570422,0.6366647265784666,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"116487994, 120537880, Xelaev18030302m.g, Xelaev18028412m.g","GenBank, Xenbase_9.1","tmem214.S, tmem214.L","MGC154890 protein [Xenopus laevis], LOC100036861 protein [Xenopus laevis], NA",Q6NUQ4,TMEM214,NA,Transmembrane protein 214
ENOG411CVCM,ENOG411CVCM,4,4,10,9700001.84375,11269039.4375,10484520.640625,1.1617564222176904,0.21630762012387236,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"147903004, Xelaev18003640m.g","GenBank, Xenbase_9.1",ipo11.S,"importin 11 [Xenopus laevis], NA",Q9UI26,IPO11,RANBP11,importin 11
ENOG411D3ED,ENOG411D3ED,4,4,10,13484169.140625,19303243.125,16393706.1328125,1.4315485754953443,0.517576624886517,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,125948123,GenBank,NA,mitochondrial NADH dehydrogenase ubiquinone 1 alpha subcomplex 13 [Xenopus laevis],Q9P0J0,NDUFA13,GRIM19,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex
ENOG411CQPU,ENOG411CQPU,3,3,10,9561950.46875,17299467.75,13430709.109375,1.8091986364641248,0.8553508137686816,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,147901420,GenBank,NA,"polymerase (RNA) I polypeptide C, 30kDa [Xenopus laevis]",O15160,POLR1C,POLR1E,"Polymerase (RNA) I polypeptide C, 30kDa"
ENOG411D3KM,ENOG411D3KM,2,2,10,88133900.125,126383939.625,107258919.875,1.43399916996468,0.5200441889713472,4,6,1.200169382991469,0.263238031464502,0.3957700064032903,0.34613735269737755,0.8151269760415678,"147904062, 148225238",GenBank,NA,"histone cluster 1, H2aa [Xenopus laevis], histone cluster 1, H2am [Xenopus laevis]",NA,NA,NA,Histone H2A
ENOG411D2E0,ENOG411D2E0,12,12,53,108935591.3085938,185512167.90625,147223879.6074219,1.7029527785894083,0.7680384308829178,23,30,1.107299133117129,0.1470450139599789,0.3938701533400753,0.3468384535309242,0.8151269760415678,"148225843, Xelaev18008662m.g, Xelaev18003711m.g","GenBank, Xenbase_9.1","loc448531.S, loc448531.1.L","uncharacterized protein LOC379587 [Xenopus laevis], NA",NA,NA,NA,programmed cell death
ENOG411CYI1,ENOG411CYI1,10,10,26,48208084.5546875,62152032.21875,55180058.38671875,1.2892450051244915,0.3665264561664999,11,15,1.1430184599918753,0.1928487035731041,0.3919770190474147,0.347537596991905,0.8151269760415678,"111185531, 213508984, Xelaev18002834m.g, Xelaev18041692m.g","GenBank, Xenbase_9.1","g6pd.L, g6pd.S","MGC69058 protein [Xenopus laevis], unnamed protein product [Xenopus laevis], NA",P11413,G6PD,NA,glucose-6-phosphate dehydrogenase
ENOG411CTQU,ENOG411CTQU,5,5,26,14246991.21875,31942819.59375,23094905.40625,2.242074772370962,1.1648343922958766,11,15,1.1430184599918753,0.1928487035731041,0.3919770190474147,0.347537596991905,0.8151269760415678,"148231265, 29351641, 77748117, Xelaev18023586m.g","GenBank, Xenbase_9.1",sec22b.L,"SEC22 vesicle trafficking protein homolog B (gene/pseudogene) [Xenopus laevis], Sec22l1b protein [Xenopus laevis], Unknown (protein for MGC:130778) [Xenopus laevis], NA",O75396,SEC22B,SEC22L1,Vesicle-trafficking protein
ENOG411CXVM,ENOG411CXVM,6,6,26,54220739.328125,63227902.546875,58724320.9375,1.1661202582325887,0.221716576711166,11,15,1.1430184599918753,0.1928487035731041,0.3919770190474147,0.347537596991905,0.8151269760415678,"124481736, 147901405, 148226696, 148229933, 17384400, 28317389, 54037961, Xelaev18013586m.g, Xelaev18033334m.g, Xelaev18047251m.g, Xelaev18044799m.g, Xelaev18016050m.g","GenBank, Xenbase_9.1","Xelaev18013586m.g, pcbp2.S, loc100490531-like.S, loc100490531-like.L, Xelaev18016050m.g","LOC100037147 protein [Xenopus laevis], poly(rC) binding protein 2 [Xenopus laevis], poly(rC) binding protein 3 [Xenopus laevis], MGC84166 protein [Xenopus laevis], hnRNP-E2 protein copy b [Xenopus laevis], TPA: hnRNP-E2 b [Xenopus laevis], Pcbp2 protein [Xenopus laevis], NA",P57721,PCBP3,PCBP3-OT1 PCBP3OT,Poly(RC) binding protein
ENOG411D0A4,ENOG411D0A4,3,4,26,28959468.046875,59694589.8828125,44327028.96484375,2.0613151383232715,1.043565084081722,11,15,1.1430184599918753,0.1928487035731041,0.3919770190474147,0.347537596991905,0.8151269760415678,"119352601, Xelaev18025964m.g","GenBank, Xenbase_9.1",arpc4.S,"actin-related protein 2/3 complex subunit 4 [Xenopus laevis], NA",P59998,ARPC4,ARC20,"actin related protein 2 3 complex, subunit 4"
ENOG411CZH5,ENOG411CZH5,10,10,44,62366255.01171875,78604402.1484375,70485328.580078125,1.260367519801655,0.3338444810922869,19,25,1.1144429984920783,0.15632282754798987,0.38862015578345677,0.348778577203642,0.8151269760415678,"115528650, 132173, 147900380, 2134146, 47682592, 48735020, Xelaev18015101m.g","GenBank, Xenbase_9.1",rcc1.S,"Chc1-a protein [Xenopus laevis], RecName: Full=Regulator of chromosome condensation, regulator of chromosome condensation 1 [Xenopus laevis], RCC1 protein - African clawed frog (fragment), Chc1-a-prov protein [Xenopus laevis], Chc1-b-prov protein [Xenopus laevis], NA",P18754,RCC1,CHC1,Regulator of chromosome condensation 1
ENOG411D3C6,ENOG411D3C6,8,8,44,193990877.40625,408161114.09375,301075995.75,2.104022207389634,1.0731499319694817,19,25,1.1144429984920783,0.15632282754798987,0.38862015578345677,0.348778577203642,0.8151269760415678,"11761319, 148231554, 3341887, 9964085",GenBank,NA,"cold-inducible RNA binding protein 2 [Xenopus laevis], cold-inducible RNA-binding protein A [Xenopus laevis], cold-inducible RNA binding protein [Xenopus laevis], cold-inducible RNA binding protein XCIRP-1 [Xenopus laevis]",Q14011,CIRBP,A18HNRNP CIRP,Cold inducible RNA binding protein
ENOG411CT86,ENOG411CT86,9,9,44,137631055.46875,152076620.9306641,144853838.19970703,1.104958618625097,0.1439923408182837,19,25,1.1144429984920783,0.15632282754798987,0.38862015578345677,0.348778577203642,0.8151269760415678,"148226196, 27694989, 39963558, Xelaev18031081m.g, Xelaev18033141m.g, Xelaev18037352m.g, Xelaev18035296m.g","GenBank, Xenbase_9.1","stt3b.L, stt3b.S, stt3a.S, stt3a.L","STT3, subunit of the oligosaccharyltransferase complex, homolog A [Xenopus laevis], Itm1 protein [Xenopus laevis], LOC779022 protein [Xenopus laevis], NA","P46977, Q8TCJ2","STT3A, STT3B","ITM1 TMC, SIMP","STT3, subunit of the oligosaccharyltransferase complex, homolog"
ENOG411DG9U,ENOG411DG9U,10,10,35,44535351.625,44729781.67578125,44632566.650390625,1.004365746394424,0.006284731860668193,15,20,1.125158796554502,0.17012862707302023,0.38678337602082974,0.34945829262056055,0.8151269760415678,"147902571, Xelaev18035836m.g, Xelaev18037633m.g","GenBank, Xenbase_9.1","trim28.L, trim28.S","tripartite motif containing 28 [Xenopus laevis], NA",Q13263,TRIM28,KAP1 RNF96 TIF1B,"Nuclear corepressor for KRAB domain-containing zinc finger proteins (KRAB-ZFPs). Mediates gene silencing by recruiting CHD3, a subunit of the nucleosome remodeling and deacetylation (NuRD) complex, and SETDB1 (which specifically methylates histone H3 at 'Lys-9' (H3K9me)) to the promoter regions of KRAB target genes. Enhances transcriptional repression by coordinating the increase in H3K9me, the decrease in histone H3 'Lys-9 and 'Lys-14' acetylation (H3K9ac and H3K14ac, respectively) and the disposition of HP1 proteins to silence gene expression. Recruitment of SETDB1 induces heterochromatinization. May play a role as a coactivator for CEBPB and NR3C1 in the transcriptional activation of ORM1. Also corepressor for ERBB4. Inhibits E2F1 activity by stimulating E2F1-HDAC1 complex formation and inhibiting E2F1 acetylation. May serve as a partial backup to prevent E2F1-mediated apoptosis in the absence of RB1. Important regulator of CDKN1A p21(CIP1). Has E3 SUMO-protein ligase activity toward itself via its PHD-type zinc finger"
ENOG411CZEY,ENOG411CZEY,9,9,35,62738386.609375,68361707.828125,65550047.21875,1.0896312691902998,0.12384001013156723,15,20,1.125158796554502,0.17012862707302023,0.38678337602082974,0.34945829262056055,0.8151269760415678,"147903918, 148235622, 213623550, 213623552, 50603662, Xelaev18028652m.g, Xelaev18026266m.g, Xelaev18026268m.g, Xelaev18026267m.g, Xelaev18026269m.g","GenBank, Xenbase_9.1","capn8.S, Xelaev18026266m.g, loc100497284-like.L, Xelaev18026267m.g, Xelaev18026269m.g","calpain 8 [Xenopus laevis], CL-2 protein [Xenopus laevis], Unknown (protein for MGC:82183) [Xenopus laevis], NA",A6NHC0,CAPN8,NCL2,Calpain 8
ENOG411D4AB,ENOG411D4AB,5,5,35,47304444,86007955.9375,66656199.96875,1.8181791955423892,0.8624943952306702,15,20,1.125158796554502,0.17012862707302023,0.38678337602082974,0.34945829262056055,0.8151269760415678,"126631434, 354456733, Xelaev18011291m.g, Xelaev18011289m.g, Xelaev18011292m.g, Xelaev18011255m.g, Xelaev18011290m.g, Xelaev18014453m.g","GenBank, Xenbase_9.1","Xelaev18011291m.g, Xelaev18011289m.g, Xelaev18011292m.g, loc100049121.L, Xelaev18011290m.g, loc100049121.S","LOC100049121 protein [Xenopus laevis], uncharacterized protein LOC100049121 [Xenopus laevis], NA",P04080,CSTB,CST6 STFB,Cystatin B (Stefin B)
ENOG411DFDF,ENOG411DFDF,21,21,73,157442945.7402344,267748001.5625,212595473.6513672,1.7006033538286196,0.7660466882127107,32,41,1.0910630754467898,0.12573450771456676,0.38372044429962293,0.35059282906997724,0.816806697514096,Xelaev18007012m.g,Xenbase_9.1,ipo4.L,NA,NA,NA,NA,Importin 4
ENOG411CPBI,ENOG411CPBI,19,19,84,127080259.2363281,188804949.2929687,157942604.26464838,1.4857142283747837,0.5711566455169028,37,47,1.0828595936765133,0.11484619157183075,0.3709683989504879,0.35533053448093177,0.8268671587507869,"147901151, 147901506, Xelaev18009279m.g, Xelaev18005551m.g","GenBank, Xenbase_9.1","clgn.S, clgn.L","calnexin precursor [Xenopus laevis], calnexin [Xenopus laevis], NA","P27824, O14967","CANX, CLGN",NA,Calnexin
ENOG411CU2K,ENOG411CU2K,20,20,55,1423754247.2773438,1963461731.4375,1693607989.3574219,1.3790734849024984,0.4636993339220802,24,31,1.0972977215922002,0.1339550145195354,0.36396298198936394,0.35794282618241724,0.830983875624905,Xelaev18016912m.g,Xenbase_9.1,gemin5.L,NA,Q8TEQ6,GEMIN5,NA,gem (nuclear organelle) associated protein 5
ENOG411CT2D,ENOG411CT2D,17,17,55,114406098.390625,142730571.203125,128568334.796875,1.247578347753716,0.3191304194635233,24,31,1.0972977215922002,0.1339550145195354,0.36396298198936394,0.35794282618241724,0.830983875624905,"115528668, Xelaev18047477m.g, Xelaev18045124m.g","GenBank, Xenbase_9.1","usp7.S, usp7.L","LOC100158365 protein [Xenopus laevis], NA",Q93009,USP7,HAUSP,ubiquitin specific peptidase 7 (herpes virus-associated)
ENOG411CWJS,ENOG411CWJS,29,29,223,1696032982.5136719,2630569953.210938,2163301467.8623047,1.5510134415618493,0.6332111892692924,100,123,1.0524823443489544,0.07379603192934057,0.35606718617769983,0.3608951252670125,0.8319618422755799,"147900624, 28422615, 54311187",GenBank,NA,"ErbB3-binding protein 1 [Xenopus laevis], Pa2g4 protein [Xenopus laevis]","Q9UQ80, H0YIN7","PA2G4, NA","EBP1, NA","proliferation-associated 2G4, 38kDa"
ENOG411CX3N,ENOG411CX3N,22,22,106,380700114.9375,480236853.8828125,430468484.41015625,1.2614570761599417,0.3350911162906223,47,59,1.071579806242383,0.09973929918162235,0.3538368665291686,0.3617305715138697,0.8319618422755799,"148228797, Xelaev18044371m.g, Xelaev18046933m.g","GenBank, Xenbase_9.1","pdia5.L, pdia5.S","MGC84594 protein precursor [Xenopus laevis], NA",Q14554,PDIA5,PDIR,"protein disulfide isomerase family A, member 5"
ENOG411CW2T,ENOG411CW2T,10,10,19,20844228.15625,32663000.34375,26753614.25,1.5670045491205307,0.6480093680581662,8,11,1.1430184599918751,0.19284870357310382,0.3535322645636355,0.3618447223811571,0.8319618422755799,"Xelaev18011958m.g, Xelaev18014642m.g, Xelaev18012344m.g",Xenbase_9.1,"loc100494487.L, loc100494487.S, mov10.L",NA,Q9HCE1,MOV10,KIAA1631,"Mov10, Moloney leukemia virus 10, homolog (mouse)"
ENOG411CWT8,ENOG411CWT8,7,7,19,31914395.8359375,40942205.234375,36428300.53515625,1.2828757732042557,0.3593814743564314,8,11,1.1430184599918751,0.19284870357310382,0.3535322645636355,0.3618447223811571,0.8319618422755799,148226246,GenBank,NA,"replication factor C (activator 1) 3, 38kDa [Xenopus laevis]",P40938,RFC3,NA,"Replication factor C (Activator 1) 3, 38kDa"
ENOG411CTGA,ENOG411CTGA,6,6,19,39942795.54296875,45766157.453125,42854476.498046875,1.1457925473416533,0.19634585909133165,8,11,1.1430184599918751,0.19284870357310382,0.3535322645636355,0.3618447223811571,0.8319618422755799,"147898955, 148222482, 148225646, 213623534, Xelaev18021903m.g, Xelaev18024454m.g, Xelaev18017957m.g","GenBank, Xenbase_9.1","cttn.L, cttn.S, cttn-like.1.L","hypothetical protein LOC398923 [Xenopus laevis], cortactin [Xenopus laevis], Cttn protein [Xenopus laevis], NA",Q14247,CTTN,EMS1,Hematopoietic cell-specific lyn substrate 1
ENOG411CZHQ,ENOG411CZHQ,4,4,19,20583588.515625,34282233.1875,27432910.8515625,1.6655129479233595,0.7359665697626154,8,11,1.1430184599918751,0.19284870357310382,0.3535322645636355,0.3618447223811571,0.8319618422755799,148225889,GenBank,NA,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) [Xenopus laevis]",O00217,NDUFS8,NA,"NADH dehydrogenase (Ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)"
ENOG411D0AM,ENOG411D0AM,4,4,19,33791175.71875,43818325.125,38804750.421875,1.2967386956200564,0.3748877929949919,8,11,1.1430184599918751,0.19284870357310382,0.3535322645636355,0.3618447223811571,0.8319618422755799,"Xelaev18033597m.g, Xelaev18031837m.g",Xenbase_9.1,"ndufv2.S, ndufv2.L",NA,P19404,NDUFV2,NA,NADH dehydrogenase ubiquinone flavoprotein 2
ENOG411CS2A,ENOG411CS2A,11,11,37,81680632.21875,122960355.125,102320493.671875,1.5053795714472216,0.5901272988130042,16,21,1.1094002699921142,0.14977998168121795,0.3485350434089951,0.36371920039913486,0.8319618422755799,"148223025, Xelaev18005871m.g, Xelaev18009539m.g","GenBank, Xenbase_9.1","anxa3.L, anxa3.S","annexin A3 [Xenopus laevis], NA",P12429,ANXA3,ANX3,Annexin A3
ENOG411CRJ5,ENOG411CRJ5,10,10,37,15956748.99414063,30836907.78515625,23396828.38964844,1.9325307301932029,0.9504913553893702,16,21,1.1094002699921142,0.14977998168121795,0.3485350434089951,0.36371920039913486,0.8319618422755799,"123904542, 123908012, 147742927, 284520926, 55250671, 56199607, 56199609, Xelaev18013718m.g, Xelaev18009003m.g, Xelaev18016172m.g, Xelaev18005223m.g","GenBank, Xenbase_9.1","pds5b.L, pds5a.S, pds5b.S, pds5a.L","RecName: Full=Sister chromatid cohesion protein PDS5 homolog A-B, RecName: Full=Sister chromatid cohesion protein PDS5 homolog B-A; AltName: Full=Androgen-induced proliferation inhibitor A, RecName: Full=Sister chromatid cohesion protein PDS5 homolog B-B; AltName: Full=Androgen-induced proliferation inhibitor B, sister chromatid cohesion protein PDS5 homolog B-B [Xenopus laevis], Pds5b-b protein [Xenopus laevis], sister chromatid cohesion protein Pds5A [Xenopus laevis], sister chromatid cohesion protein Pds5B [Xenopus laevis], NA","Q9NTI5, Q29RF7","PDS5B, PDS5A","APRIN AS3 KIAA0979, KIAA0648 PDS5","PDS5, regulator of cohesion maintenance, homolog"
ENOG411CPM6,ENOG411CPM6,8,8,37,54240932.59375,58134661.5625,56187797.078125,1.0717858042359445,0.10001661284496241,16,21,1.1094002699921142,0.14977998168121795,0.3485350434089951,0.36371920039913486,0.8319618422755799,"47124949, 76779473, Xelaev18039428m.g, Xelaev18042597m.g","GenBank, Xenbase_9.1","timm50.L, timm50.S","LOC431826 protein [Xenopus laevis], Unknown (protein for IMAGE:7394490) [Xenopus laevis], NA",Q3ZCQ8,TIMM50,TIM50,Translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)
ENOG411CSRQ,ENOG411CSRQ,34,34,181,804370876.58203125,909284806.3046875,856827841.4433594,1.1304297964745582,0.1768713986149358,81,100,1.0558981505412748,0.07847068242797092,0.34654136455188567,0.36446795163688195,0.8319618422755799,"148231173, Xelaev18012175m.g, Xelaev18015003m.g","GenBank, Xenbase_9.1","ipo9.L, ipo9.S","importin 9 [Xenopus laevis], NA",Q96P70,IPO9,IMP9 KIAA1192 RANBP9,Importin 9
ENOG411D0Y7,ENOG411D0Y7,5,5,28,44486096.8046875,95735857.7265625,70110977.265625,2.1520399541205606,1.1057048627813932,12,16,1.121037335761262,0.16483432740350706,0.34593547940819325,0.3646956020934049,0.8319618422755799,"148224895, 3915809, 65024, Xelaev18040886m.g, Xelaev18042981m.g","GenBank, Xenbase_9.1","psmb4.L, psmb4.S","proteasome subunit beta type-4 [Xenopus laevis], RecName: Full=Proteasome subunit beta type-4; Short=Proteasome beta chain; AltName: Full=Macropain beta chain; AltName: Full=Multicatalytic endopeptidase complex beta chain; AltName: Full=Proteasome chain 3; Flags: Precursor, proteasome beta subunit [Xenopus laevis], NA",P28070,PSMB4,PROS26,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity"
ENOG411CWJH,ENOG411CWJH,8,8,28,27095597.8125,46772571.375,36934084.59375,1.7262055518635735,0.7876042669487442,12,16,1.121037335761262,0.16483432740350706,0.34593547940819325,0.3646956020934049,0.8319618422755799,"148230931, 148233862, 27882018, Xelaev18022287m.g, Xelaev18024190m.g","GenBank, Xenbase_9.1","dpp3.L, dpp3.S","dipeptidyl-peptidase 3 [Xenopus laevis], Dpp3-A-prov protein [Xenopus laevis], NA",Q9NY33,DPP3,NA,Dipeptidylpeptidase 3
ENOG411CW3G,ENOG411CW3G,9,9,28,147759368.875,197325422.34375,172542395.609375,1.335451172038244,0.41732722782919507,12,16,1.121037335761262,0.16483432740350706,0.34593547940819325,0.3646956020934049,0.8319618422755799,"111185516, 349585432",GenBank,NA,"Eif2b3 protein [Xenopus laevis], eukaryotic translation initiation factor 2B, subunit 3 gamma [Xenopus laevis]",Q9NR50,EIF2B3,NA,"Eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa"
ENOG411CV2Z,ENOG411CV2Z,8,8,28,8245505.83203125,15439723.6328125,11842614.732421875,1.872501693326555,0.9049670233316733,12,16,1.121037335761262,0.16483432740350706,0.34593547940819325,0.3646956020934049,0.8319618422755799,"62871770, Xelaev18017880m.g","GenBank, Xenbase_9.1",exoc4-like.L,"LOC779032 protein [Xenopus laevis], NA",Q96A65,EXOC4,KIAA1699 SEC8 SEC8L1,Exocyst complex component 4
ENOG411CQ5E,ENOG411CQ5E,24,24,77,162208862.9257813,232957508.890625,197583185.90820315,1.4361577085785673,0.5222141843219262,34,43,1.0777031194209108,0.10795980598659077,0.33528145775976104,0.3687063898176782,0.8394069674164478,"147902780, 147903863, 148234209, 3293344, Xelaev18008142m.g, Xelaev18000814m.g, Xelaev18010871m.g","GenBank, Xenbase_9.1","tnpo1.L, tnpo2-like.S, tnpo1.S","uncharacterized protein LOC495010 [Xenopus laevis], transportin 1 [Xenopus laevis], transportin 2 [Xenopus laevis], transportin [Xenopus laevis], NA","O14787, Q92973","TNPO2, TNPO1",KPNB2 MIP1 TRN,Transportin
ENOG411CX7V,ENOG411CX7V,30,30,161,636516640.65625,744335414.37890625,690426027.5175781,1.169388774520482,0.22575464742894422,72,89,1.056900630814405,0.07983974174391753,0.33500415476580087,0.3688109760439593,0.8394069674164478,"147900810, Xelaev18045232m.g, Xelaev18047547m.g","GenBank, Xenbase_9.1","eif3b.L, eif3b.S","eukaryotic translation initiation factor 3 subunit B [Xenopus laevis], NA",P55884,EIF3B,EIF3S9,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)"
ENOG411CV8A,ENOG411CV8A,9,9,48,158709404.2460938,196254812.09375,177482108.1699219,1.2365670013444101,0.3063404118981029,21,27,1.0910630754467898,0.12573450771456676,0.32352239185698817,0.3731498261495505,0.8424269724026527,"148223219, 34536536, Xelaev18010061m.g","GenBank, Xenbase_9.1",tyrp1.S,"tyrosinase-related protein 1 precursor [Xenopus laevis], tyrosinase-related protein 1 [Xenopus laevis], NA",P17643,TYRP1,CAS2 TYRP TYRRP,Tyrosinase-related protein 1
ENOG411CRQH,ENOG411CRQH,7,7,48,69179427.34375,91820037.765625,80499732.5546875,1.327273747285803,0.4084659540704018,21,27,1.0910630754467898,0.12573450771456676,0.32352239185698817,0.3731498261495505,0.8424269724026527,"147904156, 148235271, Xelaev18045315m.g","GenBank, Xenbase_9.1",aimp2.L,"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Xenopus laevis], MGC80304 protein [Xenopus laevis], NA",Q13155,AIMP2,JTV1,Aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
ENOG411CWZ5,ENOG411CWZ5,23,23,185,1783465741.839844,2784011120.493164,2283738431.166504,1.5610118294849589,0.6424814702271742,83,102,1.0511687623139565,0.07199430869871801,0.31802677305986893,0.37523231421455594,0.8424269724026527,"147899037, 148237590, Xelaev18015312m.g","GenBank, Xenbase_9.1",mdh2.S,"malate dehydrogenase 2, NAD (mitochondrial) [Xenopus laevis], NA",P40926,MDH2,NA,"malate dehydrogenase 2, NAD (mitochondrial)"
ENOG411D0IV,ENOG411D0IV,2,2,12,11226879.40625,21608269.125,16417574.265625,1.9246905879269252,0.9446265376818432,5,7,1.1430184599918753,0.1928487035731041,0.31273956605775144,0.3772392664601039,0.8424269724026527,"147900949, 80476538, Xelaev18031178m.g, Xelaev18033238m.g, Xelaev18047310m.g, Xelaev18044866m.g","GenBank, Xenbase_9.1","lancl2.L, lancl2.S, lancl1.S, lancl1.L","LanC lantibiotic synthetase component C-like 1 [Xenopus laevis], LOC733417 protein [Xenopus laevis], NA","Q9NS86, O43813","LANCL2, LANCL1","GPR69B TASP, GPR69A",LanC lantibiotic synthetase component C-like
ENOG411CYE4,ENOG411CYE4,4,4,12,42992006.892578095,21400581.375,32196294.133789048,-2.0089177083198795,-1.0064184678888282,5,7,1.1430184599918753,0.1928487035731041,0.31273956605775144,0.3772392664601039,0.8424269724026527,"114107936, 49119606, Xelaev18000412m.g, Xelaev18003304m.g, Xelaev18003303m.g","GenBank, Xenbase_9.1","kdelc2, Xelaev18003304m.g, kdelc2.L","LOC443629 protein [Xenopus laevis], NA",Q7Z4H8,POGLUT3,KDELC2,KDEL (Lys-Asp-Glu-Leu) containing 2
ENOG411CRB0,ENOG411CRB0,3,3,12,4624905.078125,8943622.125,6784263.6015625,1.9337958236811785,0.9514354785207549,5,7,1.1430184599918753,0.1928487035731041,0.31273956605775144,0.3772392664601039,0.8424269724026527,148234660,GenBank,NA,uncharacterized protein LOC734750 [Xenopus laevis],Q9HCN4,GPN1,MBDIN RPAP4 XAB1,GPN-loop GTPase 1
ENOG411DB5T,ENOG411DB5T,3,3,12,755238.75,5654342.806640625,3204790.7783203125,7.4868282468830225,2.9043546583866435,5,7,1.1430184599918753,0.1928487035731041,0.31273956605775144,0.3772392664601039,0.8424269724026527,"148230813, 213626348, Xelaev18032736m.g, Xelaev18030528m.g","GenBank, Xenbase_9.1","map4.S, map4.L","microtubule-associated protein 4 [Xenopus laevis], Mtap4 protein [Xenopus laevis], NA",NA,NA,NA,Inherit from biNOG: microtubule-associated protein 4
ENOG411CW12,ENOG411CW12,3,3,12,3352441.515625,23355486.96875,13353964.2421875,6.966709742703984,2.800477456863746,5,7,1.1430184599918753,0.1928487035731041,0.31273956605775144,0.3772392664601039,0.8424269724026527,"148222773, Xelaev18043979m.g","GenBank, Xenbase_9.1",pigt.L,"phosphatidylinositol glycan anchor biosynthesis, class T precursor [Xenopus laevis], NA",Q969N2,PIGT,NA,"phosphatidylinositol glycan anchor biosynthesis, class T"
