"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CR6Z"	"ENOG411CR6Z"	"0.000"	"False"	"6.719"	"1"	"1"	"1"	"1"	"5189"	"548.6"	"5.71"	"3.44"	"1"	""	""	"197349.34375"	"199688.96875"	"Not Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D4TX"	"ENOG411D4TX"	"0.000"	"False"	"6.703"	"13"	"1"	"7"	"1"	"69"	"7.8"	"10.70"	"13.62"	"1"	"2813587.25"	"2764523.3125"	"4832125.125"	"5289970.625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW7T"	"ENOG411CW7T"	"0.000"	"False"	"6.699"	"4"	"2"	"6"	"2"	"1019"	"114.5"	"9.85"	"13.21"	"2"	"876114.28125"	"1193618.3125"	"2315448.5"	"2549109.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUF0"	"ENOG411CUF0"	"0.000"	"False"	"6.678"	"3"	"2"	"3"	"2"	"2899"	"332.2"	"8.78"	"7.97"	"2"	"311897.5"	"303802.59375"	"524762.109375"	"549408.8515625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUHJ"	"ENOG411CUHJ"	"0.000"	"False"	"6.672"	"4"	"2"	"2"	"2"	"1672"	"185.8"	"8.27"	"5.04"	"2"	"104523.7734375"	"126840.640625"	"779343.0625"	"730119.875"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX51"	"ENOG411CX51"	"0.000"	"False"	"6.552"	"5"	"3"	"6"	"3"	"1885"	"209.4"	"7.81"	"11.39"	"3"	"759907.29296875"	"724254.9609375"	"1839171.375"	"1925215.59375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU2V"	"ENOG411CU2V"	"0.000"	"False"	"6.543"	"5"	"3"	"4"	"3"	"2574"	"286.0"	"10.32"	"8.67"	"3"	"557181.53125"	"542707.59375"	"1748793.75"	"1692857.21875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV2V"	"ENOG411CV2V"	"0.000"	"False"	"6.538"	"14"	"2"	"5"	"2"	"462"	"52.0"	"8.40"	"7.71"	"2"	"2032432.0625"	"1977830.40625"	"3797561"	"3782766.5"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTCX"	"ENOG411CTCX"	"0.000"	"False"	"6.530"	"9"	"2"	"5"	"2"	"620"	"69.8"	"9.92"	"11.38"	"2"	"1464430.375"	"1351496.125"	"1924998.65625"	"1987020.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0C1"	"ENOG411D0C1"	"0.000"	"False"	"6.517"	"2"	"1"	"4"	"1"	"1669"	"189.4"	"6.95"	"10.21"	"1"	"302024.46875"	"318052.65625"	"577860.125"	"591665.0625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPNQ"	"ENOG411CPNQ"	"0.000"	"False"	"6.509"	"1"	"2"	"5"	"2"	"6888"	"787.9"	"6.28"	"10.79"	"2"	"628970.703125"	"650570.421875"	"903732.96875"	"911564.8125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWR3"	"ENOG411CWR3"	"0.000"	"False"	"6.502"	"2"	"2"	"6"	"2"	"2838"	"317.7"	"9.10"	"13.42"	"2"	"473766.5703125"	"411120.15625"	"1293301.375"	"1249511.0625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRNI"	"ENOG411CRNI"	"0.000"	"False"	"6.486"	"3"	"3"	"3"	"3"	"1628"	"186.5"	"6.92"	"7.60"	"3"	"274550.9609375"	"221903.8515625"	"1837996.09375"	"1874857.71875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS2G"	"ENOG411CS2G"	"0.000"	"False"	"6.467"	"2"	"2"	"3"	"2"	"1289"	"141.3"	"6.20"	"6.83"	"2"	"106229.578125"	"340459.3046875"	"114496.8828125"	"111254.15625"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ5J"	"ENOG411CQ5J"	"0.000"	"False"	"6.460"	"7"	"1"	"3"	"1"	"528"	"62.4"	"9.70"	"7.41"	"1"	"310061.796875"	"481511.875"	"2201503"	"2195018"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX6R"	"ENOG411CX6R"	"0.000"	"False"	"6.415"	"11"	"3"	"4"	"3"	"738"	"84.1"	"8.00"	"8.54"	"3"	"1873769.03125"	"1782130.765625"	"2796793.46875"	"2865945.8125"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFP8"	"ENOG411DFP8"	"0.000"	"False"	"6.359"	"3"	"2"	"4"	"2"	"3722"	"414.7"	"7.15"	"6.66"	"2"	"610457.21875"	"567365.75"	"1716231.6875"	"1722978.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3M4"	"ENOG411D3M4"	"0.000"	"False"	"6.355"	"21"	"2"	"5"	"2"	"339"	"38.5"	"9.10"	"12.29"	"2"	"258270.90625"	"366231.2265625"	"541965.5"	"254478.15625"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CUJ8"	"ENOG411CUJ8"	"0.000"	"False"	"6.355"	"10"	"3"	"4"	"3"	"721"	"84.1"	"7.97"	"7.76"	"3"	"2897493.921875"	"2972020.84375"	"9254575.5"	"9563652.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0XG"	"ENOG411D0XG"	"0.000"	"False"	"6.328"	"3"	"2"	"4"	"2"	"1533"	"175.3"	"5.24"	"8.59"	"2"	"494976.484375"	"471458.40625"	"998343.84375"	"1016901.71875"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT9P"	"ENOG411CT9P"	"0.000"	"False"	"6.305"	"10"	"3"	"6"	"3"	"547"	"58.1"	"8.91"	"7.23"	"3"	"1854047.2421875"	"1824095.5625"	"3540020.125"	"3658786.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRVH"	"ENOG411CRVH"	"0.000"	"False"	"6.302"	"4"	"3"	"4"	"3"	"2142"	"243.2"	"5.97"	"4.36"	"3"	"443276.734375"	"381982.4453125"	"1397576.25"	"1408910.65625"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQFS"	"ENOG411CQFS"	"0.000"	"False"	"6.296"	"4"	"3"	"4"	"3"	"2317"	"256.5"	"5.14"	"10.38"	"3"	"248600.7421875"	"110318.453125"	"2420357.375"	"3247241.65625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUMF"	"ENOG411CUMF"	"0.000"	"False"	"6.261"	"2"	"1"	"4"	"1"	"1333"	"150.0"	"6.30"	"9.52"	"1"	"226692.90625"	"223155.984375"	"441084.1875"	"417740.53125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU4J"	"ENOG411CU4J"	"0.000"	"False"	"6.185"	"1"	"1"	"3"	"1"	"3560"	"393.4"	"8.19"	"8.50"	"1"	"296793.5"	"287535.78125"	"503217.46875"	"526013.4375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWB2"	"ENOG411CWB2"	"0.000"	"False"	"6.167"	"10"	"2"	"5"	"2"	"397"	"43.9"	"9.16"	"4.74"	"2"	"101520.796875"	"269142.09375"	"303301.34375"	"410522.8203125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZTT"	"ENOG411CZTT"	"0.000"	"False"	"6.146"	"8"	"2"	"5"	"2"	"977"	"112.2"	"4.08"	"11.58"	"2"	"1743998.625"	"1693486.24414063"	"4398058.21875"	"4668167.9375"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D4B6"	"ENOG411D4B6"	"0.000"	"False"	"6.132"	"16"	"2"	"6"	"2"	"167"	"19.6"	"9.99"	"12.75"	"2"	"4970332.5"	"4747782.625"	"6769362.25"	"6817956.875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXHY"	"ENOG411CXHY"	"0.000"	"False"	"6.101"	"3"	"3"	"4"	"3"	"2842"	"313.8"	"6.37"	"5.30"	"3"	"428523.125"	""	""	"758183.5"	"High"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS55"	"ENOG411CS55"	"0.000"	"False"	"6.093"	"7"	"2"	"2"	"2"	"354"	"40.4"	"5.97"	"4.22"	"2"	"762397.328125"	"745475.4375"	"2962168.390625"	"3026670"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXJU"	"ENOG411CXJU"	"0.000"	"False"	"6.089"	"10"	"2"	"4"	"2"	"495"	"54.6"	"7.78"	"9.30"	"2"	"718575.6875"	"668084.25"	"1075350.703125"	"1145836.3125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVPZ"	"ENOG411CVPZ"	"0.000"	"False"	"6.081"	"5"	"3"	"7"	"3"	"1551"	"181.3"	"6.60"	"15.89"	"3"	"349235.9296875"	"332416.921875"	"1450500.65625"	"1347298.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPQH"	"ENOG411CPQH"	"0.000"	"False"	"6.077"	"4"	"3"	"6"	"3"	"2180"	"247.8"	"8.70"	"11.39"	"3"	"645710.86328125"	"640410.125"	"221703.515625"	"1173468.53125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWMV"	"ENOG411CWMV"	"0.000"	"False"	"6.075"	"2"	"2"	"3"	"2"	"2994"	"339.2"	"6.99"	"8.25"	"2"	"159242.65625"	""	"1381331.0625"	"1457191.5"	"Peak Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV57"	"ENOG411CV57"	"0.000"	"False"	"6.068"	"1"	"2"	"3"	"2"	"6115"	"676.3"	"8.81"	"5.49"	"2"	""	""	"175755.265625"	"380754.234375"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEJ3"	"ENOG411DEJ3"	"0.000"	"False"	"6.059"	"3"	"3"	"6"	"3"	"1479"	"167.1"	"5.39"	"9.85"	"3"	"2566044.8125"	"2542126.125"	"8862640.4375"	"9082537"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT6E"	"ENOG411CT6E"	"0.000"	"False"	"6.042"	"3"	"2"	"4"	"2"	"1822"	"200.7"	"7.97"	"8.30"	"2"	"788515.1875"	"816330.9375"	"2005425.53125"	"1967736.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYI1"	"ENOG411CYI1"	"0.000"	"False"	"6.037"	"2"	"2"	"4"	"2"	"2054"	"235.1"	"7.93"	"8.90"	"2"	"1292650.6875"	"1185109.0625"	"3065414.5"	"3116024.5"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQI7"	"ENOG411CQI7"	"0.000"	"False"	"6.030"	"7"	"2"	"4"	"2"	"1041"	"117.3"	"9.01"	"6.40"	"2"	"35944.515625"	"50905.078125"	"569902.171875"	"625787.375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D5X6"	"ENOG411D5X6"	"0.000"	"False"	"6.000"	"1"	"1"	"2"	"1"	"1400"	"153.2"	"4.56"	"1.64"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3SK"	"ENOG411D3SK"	"0.000"	"False"	"5.997"	"2"	"1"	"1"	"1"	"1305"	"144.5"	"5.01"	"3.89"	"1"	"212123.46875"	"207912.71875"	"1792389.875"	"1788971.75"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTHH"	"ENOG411CTHH"	"0.000"	"False"	"5.996"	"4"	"2"	"2"	"2"	"4337"	"476.1"	"4.82"	"5.17"	"2"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPPD"	"ENOG411CPPD"	"0.000"	"False"	"5.987"	"7"	"2"	"4"	"2"	"1111"	"128.4"	"8.90"	"7.75"	"2"	"1242786.21875"	"1149094.6171875"	"3434530.125"	"3429223.5"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWFB"	"ENOG411CWFB"	"0.000"	"False"	"5.919"	"6"	"3"	"6"	"3"	"2192"	"242.0"	"9.01"	"11.24"	"3"	"1095848.375"	"1156207.453125"	"2494567.1328125"	"2434046.515625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRB5"	"ENOG411CRB5"	"0.000"	"False"	"5.909"	"10"	"2"	"3"	"2"	"343"	"38.1"	"5.80"	"5.48"	"2"	""	""	"376587.125"	"436288"	"High"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWZS"	"ENOG411CWZS"	"0.000"	"False"	"5.903"	"6"	"2"	"4"	"2"	"849"	"95.9"	"6.83"	"6.58"	"2"	"1341658.296875"	"1276224.59375"	"2243474.28125"	"2256049"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU6V"	"ENOG411CU6V"	"0.000"	"False"	"5.858"	"3"	"2"	"3"	"2"	"870"	"97.9"	"5.67"	"6.67"	"2"	"42965.0703125"	""	"1023841.125"	"951940.078125"	"Peak Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQIM"	"ENOG411CQIM"	"0.000"	"False"	"5.849"	"2"	"2"	"2"	"2"	"5400"	"596.2"	"7.71"	"2.38"	"2"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX1J"	"ENOG411CX1J"	"0.000"	"False"	"5.833"	"1"	"2"	"3"	"2"	"2758"	"301.4"	"4.82"	"6.95"	"2"	""	"20468.42578125"	"256089.0390625"	"284452.0234375"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRIK"	"ENOG411CRIK"	"0.000"	"False"	"5.831"	"6"	"2"	"2"	"2"	"2125"	"239.7"	"7.53"	"4.61"	"2"	"390909.0625"	"384695.34375"	"1781674.59375"	"1891631.5"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX49"	"ENOG411CX49"	"0.000"	"False"	"5.830"	"4"	"3"	"3"	"3"	"3631"	"415.5"	"8.10"	"4.38"	"3"	"222574.6484375"	"185739.6796875"	"380211.96875"	"411512.765625"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVG5"	"ENOG411CVG5"	"0.000"	"False"	"5.818"	"1"	"2"	"2"	"2"	"4202"	"455.9"	"9.10"	"4.32"	"2"	"137386.96875"	"117038.1015625"	"137178.453125"	"171184.015625"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQBD"	"ENOG411CQBD"	"0.000"	"False"	"5.815"	"5"	"2"	"5"	"2"	"540"	"60.8"	"7.94"	"10.63"	"2"	"781598.8125"	"790909.0625"	"1355416.8125"	"1517452.625"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRQB"	"ENOG411CRQB"	"0.000"	"False"	"5.808"	"3"	"2"	"6"	"2"	"855"	"97.8"	"5.15"	"7.56"	"2"	"361434.609375"	"333484.125"	"690263.09375"	"737047.640625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV60"	"ENOG411CV60"	"0.000"	"False"	"5.804"	"11"	"2"	"8"	"2"	"603"	"68.5"	"7.33"	"15.47"	"2"	"2168703.125"	"2297895.75"	"6645516.25"	"6657693"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGFM"	"ENOG411DGFM"	"0.000"	"False"	"5.799"	"2"	"2"	"4"	"2"	"7417"	"798.6"	"6.81"	"8.57"	"2"	"813278.15625"	"716482.03125"	"2076808.8125"	"1986625.875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR64"	"ENOG411CR64"	"0.000"	"False"	"5.794"	"1"	"2"	"2"	"2"	"3372"	"388.3"	"7.34"	"4.60"	"2"	"246270.734375"	"268543.625"	"420142.6875"	"377179.53125"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CU0M"	"ENOG411CU0M"	"0.000"	"False"	"5.792"	"1"	"2"	"4"	"2"	"5415"	"605.5"	"8.37"	"9.80"	"2"	"355420.951171875"	"382456.3671875"	"187528.359375"	"587622.90625"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX3C"	"ENOG411CX3C"	"0.000"	"False"	"5.760"	"5"	"2"	"4"	"2"	"601"	"68.3"	"5.24"	"8.26"	"2"	"2548242.46875"	"2612487.34375"	"1553731.875"	"1592303.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRIG"	"ENOG411CRIG"	"0.000"	"False"	"5.751"	"2"	"2"	"2"	"2"	"3193"	"358.0"	"7.93"	"2.35"	"2"	"95553.578125"	"107814.9453125"	"260233.90625"	"294552.71875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR1N"	"ENOG411CR1N"	"0.000"	"False"	"5.730"	"0"	"2"	"3"	"2"	"7628"	"865.4"	"5.94"	"5.97"	"2"	""	"20534.515625"	"85484.4765625"	"83750.6875"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0I4"	"ENOG411D0I4"	"0.000"	"False"	"5.708"	"4"	"1"	"3"	"1"	"445"	"48.8"	"6.79"	"6.88"	"1"	""	""	""	""	"High"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU1U"	"ENOG411CU1U"	"0.000"	"False"	"5.664"	"5"	"1"	"4"	"1"	"661"	"73.9"	"7.49"	"11.12"	"1"	"446764.84375"	"399753.3125"	"1047177.6875"	"1054094.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW5M"	"ENOG411CW5M"	"0.000"	"False"	"5.663"	"5"	"2"	"7"	"2"	"1429"	"168.7"	"9.41"	"15.67"	"2"	"1255940.25"	"1291916.8125"	"1828683.90625"	"1797717.21875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVM0"	"ENOG411CVM0"	"0.000"	"False"	"5.661"	"6"	"2"	"4"	"2"	"309"	"35.3"	"9.58"	"10.56"	"2"	"893244.4765625"	"987065.265625"	"1198166.125"	"1157510.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR66"	"ENOG411CR66"	"0.000"	"False"	"5.622"	"4"	"2"	"2"	"2"	"3060"	"342.6"	"8.44"	"4.62"	"2"	"402949.2109375"	"281007.15625"	""	"575531"	"High"	"High"	"Not Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYDE"	"ENOG411CYDE"	"0.000"	"False"	"5.609"	"1"	"1"	"2"	"1"	"2573"	"290.1"	"6.58"	"5.71"	"1"	"79275.4921875"	"77278.609375"	"162549"	"141772.328125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D48X"	"ENOG411D48X"	"0.000"	"False"	"5.575"	"16"	"1"	"2"	"1"	"100"	"11.3"	"9.72"	"4.33"	"1"	"45331.7890625"	"41169.09765625"	"195042.375"	"226793.96875"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTD5"	"ENOG411CTD5"	"0.000"	"False"	"5.546"	"6"	"2"	"5"	"2"	"1610"	"178.4"	"6.58"	"8.42"	"2"	"566545.640625"	"545797.2109375"	"1164633.625"	"1174014"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPRA"	"ENOG411CPRA"	"0.000"	"False"	"5.532"	"5"	"2"	"3"	"2"	"1417"	"162.8"	"6.23"	"6.70"	"2"	"474991.5625"	"477416.8125"	"2852129.25"	"2886870.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS03"	"ENOG411CS03"	"0.000"	"False"	"5.530"	"6"	"2"	"4"	"2"	"649"	"72.5"	"8.25"	"7.57"	"2"	""	""	"1174041.34375"	"1192723.5"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV5P"	"ENOG411CV5P"	"0.000"	"False"	"5.529"	"3"	"3"	"7"	"3"	"1832"	"206.7"	"4.88"	"14.06"	"3"	"494094.5625"	"439560.171875"	"2612228.359375"	"2462252.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS5S"	"ENOG411CS5S"	"0.000"	"False"	"5.511"	"3"	"2"	"5"	"2"	"2373"	"270.7"	"6.68"	"4.48"	"2"	"470449.15625"	"526754.7265625"	"1157936.671875"	"1045634.21875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0AS"	"ENOG411D0AS"	"0.000"	"False"	"5.447"	"12"	"2"	"4"	"2"	"411"	"48.6"	"8.79"	"6.38"	"2"	"470192.75"	"442134.6484375"	"650842.09375"	"792694.28125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRA7"	"ENOG411CRA7"	"0.000"	"False"	"5.391"	"7"	"2"	"3"	"2"	"371"	"41.3"	"5.66"	"7.00"	"2"	"1493962.65625"	"1245174.625"	"3881173.3125"	"3448097.75"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPXJ"	"ENOG411CPXJ"	"0.000"	"False"	"5.372"	"1"	"2"	"3"	"2"	"5155"	"581.4"	"6.25"	"4.14"	"2"	"28187.376953125"	"25679.865234375"	"217738.6953125"	"218555.9765625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWRS"	"ENOG411CWRS"	"0.000"	"False"	"5.355"	"3"	"2"	"3"	"2"	"681"	"76.5"	"6.13"	"8.00"	"2"	"244579.671875"	"203142.5390625"	"458313.46875"	"450578.40625"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXA2"	"ENOG411CXA2"	"0.000"	"False"	"5.337"	"2"	"2"	"3"	"2"	"2651"	"299.3"	"7.43"	"5.99"	"2"	"1283051"	"1234622.21875"	"2454784.8125"	"2782878.8125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DAIF"	"ENOG411DAIF"	"0.000"	"False"	"5.334"	"6"	"2"	"5"	"2"	"887"	"96.9"	"5.74"	"7.06"	"2"	"374457.65625"	"380423.78125"	"474918.96875"	"523121.40625"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CTB9"	"ENOG411CTB9"	"0.000"	"False"	"5.321"	"1"	"1"	"3"	"1"	"1518"	"165.8"	"7.33"	"2.69"	"1"	"42352.09375"	"40231.234375"	"181492.046875"	"185892.1875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGG8"	"ENOG411DGG8"	"0.000"	"False"	"5.310"	"2"	"1"	"2"	"1"	"764"	"86.3"	"7.01"	"4.67"	"1"	"103000.59375"	"100443.296875"	"299475.40625"	"262346.90625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU8Z"	"ENOG411CU8Z"	"0.000"	"False"	"5.304"	"2"	"1"	"2"	"1"	"2040"	"227.8"	"8.21"	"4.39"	"1"	""	""	"65521.1953125"	"74155.28125"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY8J"	"ENOG411CY8J"	"0.000"	"False"	"5.293"	"1"	"1"	"2"	"1"	"3180"	"355.0"	"6.51"	"4.29"	"1"	""	"49869.44921875"	"167831.59375"	"95896.765625"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DAJF"	"ENOG411DAJF"	"0.000"	"False"	"5.276"	"3"	"2"	"2"	"2"	"1757"	"188.4"	"8.24"	"4.85"	"2"	"252905.328125"	"262814.0625"	"798498.3125"	"794352.1875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY33"	"ENOG411CY33"	"0.000"	"False"	"5.269"	"5"	"1"	"4"	"1"	"349"	"38.7"	"6.05"	"6.74"	"1"	"79315.6171875"	"73338.4921875"	"374424.9375"	"407991.6875"	"High"	"High"	"High"	"High"	"1"	""
